Name,Organization,Status
Richard P. Latham,American Association for the Advancement of Science,Member
Stephen P. Lathrop,American Association for the Advancement of Science,Member
Louis A. Huguet Latour,American Association for the Advancement of Science,Member
John V. Lauderdale,American Association for the Advancement of Science,Member
Frederick Lawford,American Association for the Advancement of Science,Member
Amos Lawrence,American Association for the Advancement of Science,Member
Amos Adams Lawrence,American Association for the Advancement of Science,Member
Edward A. Lawrence,American Association for the Advancement of Science,Member
George Newbold Lawrence,American Association for the Advancement of Science,Member
William Lawrence,American Association for the Advancement of Science,Member
Robert M. Lea,American Association for the Advancement of Science,Member
Melines Conklin Leavenworth,American Association for the Advancement of Science,Member
Robert Leckie,American Association for the Advancement of Science,Member
John Eatton LeConte,American Association for the Advancement of Science,Member
Baron von Lederer,American Association for the Advancement of Science,Member
Charles Alfred Lee,American Association for the Advancement of Science,Member
John C. Lee,American Association for the Advancement of Science,Member
Thomas J. Lee,American Association for the Advancement of Science,Member
Stephen P. Leeds,American Association for the Advancement of Science,Member
John Lefferts,American Association for the Advancement of Science,Member
Edward Henry Leffingwell,American Association for the Advancement of Science,Member
F. B. Leonard,American Association for the Advancement of Science,Member
Frederick Baldwin Leonard,American Association for the Advancement of Science,Member
Levi Washburn Leonard,American Association for the Advancement of Science,Member
Henry D. Lesene,American Association for the Advancement of Science,Member
Joseph Lesley,American Association for the Advancement of Science,Member
William W. Lesley,American Association for the Advancement of Science,Member
Leo Lesquereaux,American Association for the Advancement of Science,Member
W. J. Lettsom,American Association for the Advancement of Science,Member
Robert C. Lewis,American Association for the Advancement of Science,Member
Francis Lieber,American Association for the Advancement of Science,Member
Ledyard Lincklaen,American Association for the Advancement of Science,Member
N. S. Lincoln,American Association for the Advancement of Science,Member
William B. Lindsay,American Association for the Advancement of Science,Member
James H. Lindsley,American Association for the Advancement of Science,Member
John Berrien Lindsley,American Association for the Advancement of Science,Member
Joseph Albert Lintner,American Association for the Advancement of Science,Member
Edward Spaulding Lippitt,American Association for the Advancement of Science,Member
Emile Lischka,American Association for the Advancement of Science,Member
Weare C. Little,American Association for the Advancement of Science,Member
A. Litton,American Association for the Advancement of Science,Member
Abiel Abbott Livermore,American Association for the Advancement of Science,Member
J. H. Locke,American Association for the Advancement of Science,Member
John Locke,American Association for the Advancement of Science,Member
Joseph M. Locke,American Association for the Advancement of Science,Member
Luther Franklin Locke,American Association for the Advancement of Science,Member
Moses B. Lockwood,American Association for the Advancement of Science,Member
Charles Lafayette Loomis,American Association for the Advancement of Science,Member
Justin Rudolph Loomis,American Association for the Advancement of Science,Member
Charles F. Loosey,American Association for the Advancement of Science,Member
Thomas J. J. Loranger,American Association for the Advancement of Science,Member
Asa Dearborn Lord,American Association for the Advancement of Science,Member
John Lord,American Association for the Advancement of Science,Member
John Louson,American Association for the Advancement of Science,Member
P. E. H. Lovelace,American Association for the Advancement of Science,Member
William Lunn,American Association for the Advancement of Science,Member
Robert M. Lusher,American Association for the Advancement of Science,Member
Charles Lyell,American Association for the Advancement of Science,Member
Addison Lyman,American Association for the Advancement of Science,Member
Henry Lyman,American Association for the Advancement of Science,Member
Josiah Lyman ,American Association for the Advancement of Science,Member
Theodore Lyman,American Association for the Advancement of Science,Member
Caleb Lyon,American Association for the Advancement of Science,Member
Merrick Lyon,American Association for the Advancement of Science,Member
James Dabney M'Cabe,American Association for the Advancement of Science,Member
William Jarvis McAlpine,American Association for the Advancement of Science,Member
George Archibald McCall,American Association for the Advancement of Science,Member
John McCall,American Association for the Advancement of Science,Member
Daniel Craig McCallum,American Association for the Advancement of Science,Member
James McCaulley,American Association for the Advancement of Science,Member
Henry McClory,American Association for the Advancement of Science,Member
J. L. McCord,American Association for the Advancement of Science,Member
Richard Cunningham McCormick,American Association for the Advancement of Science,Member
Amasa McCoy,American Association for the Advancement of Science,Member
John McCron,American Association for the Advancement of Science,Member
Marshall McDonald,American Association for the Advancement of Science,Member
James McElroy,American Association for the Advancement of Science,Member
John C. McElroy,American Association for the Advancement of Science,Member
Thomas McEuan,American Association for the Advancement of Science,Member
Henry McFarlan,American Association for the Advancement of Science,Member
Thomas Machin,American Association for the Advancement of Science,Member
John McIlvaline,American Association for the Advancement of Science,Member
Joseph Mackay,American Association for the Advancement of Science,Member
T. P. Mackay,American Association for the Advancement of Science,Member
Dennis McKew,American Association for the Advancement of Science,Member
Alexander McKinley,American Association for the Advancement of Science,Member
George M. Maclean,American Association for the Advancement of Science,Member
James McLean,American Association for the Advancement of Science,Member
Mathew McMahon,American Association for the Advancement of Science,Member
J. M. McMinn,American Association for the Advancement of Science,Member
Henry McMurtie,American Association for the Advancement of Science,Member
James McNaughton,American Association for the Advancement of Science,Member
Peter McNaughton,American Association for the Advancement of Science,Member
David O. Macomber,American Association for the Advancement of Science,Member
Isaac M'Conihe,American Association for the Advancement of Science,Member
Archibald Macrae,American Association for the Advancement of Science,Member
John McRae,American Association for the Advancement of Science,Member
Alexander MacWhorter,American Association for the Advancement of Science,Member
Alfred Macy,American Association for the Advancement of Science,Member
John Newland Maffitt,American Association for the Advancement of Science,Member
Dennis Hart Mahan,American Association for the Advancement of Science,Member
James Major,American Association for the Advancement of Science,Member
Malone,American Association for the Advancement of Science,Member
Henry Mandeville,American Association for the Advancement of Science,Member
Gabriel Edward Manigault,American Association for the Advancement of Science,Member
Edward Deering Mansfield,American Association for the Advancement of Science,Member
Alden March,American Association for the Advancement of Science,Member
F. V. Marissal,American Association for the Advancement of Science,Member
Jesse Markham,American Association for the Advancement of Science,Member
Francis Markoe ,American Association for the Advancement of Science,Member
Dexter Marsh,American Association for the Advancement of Science,Member
James E. Marsh,American Association for the Advancement of Science,Member
Charles Marshall,American Association for the Advancement of Science,Member
Benjamin Nicholas Martin,American Association for the Advancement of Science,Member
W. J. Martin,American Association for the Advancement of Science,Member
Charles Mason,American Association for the Advancement of Science,Member
Cyrus Mason,American Association for the Advancement of Science,Member
Francis Mason,American Association for the Advancement of Science,Member
Isaac N. Mason,American Association for the Advancement of Science,Member
Owen Mason,American Association for the Advancement of Science,Member
R. C. Mason,American Association for the Advancement of Science,Member
William Williams Mather,American Association for the Advancement of Science,Member
T. J. Mathews,American Association for the Advancement of Science,Member
Alexander Mathieson,American Association for the Advancement of Science,Member
George Mathoit,American Association for the Advancement of Science,Member
Hiram Mattison,American Association for the Advancement of Science,Member
S. Maupin,American Association for the Advancement of Science,Member
Joseph Mauran,American Association for the Advancement of Science,Member
Augustus Maverick,American Association for the Advancement of Science,Member
D. P. Mayhew,American Association for the Advancement of Science,Member
Alleyne Maynard,American Association for the Advancement of Science,Member
Orlando Mead,American Association for the Advancement of Science,Member
Samuel Burnam Mead,American Association for the Advancement of Science,Member
Alexander Means,American Association for the Advancement of Science,Member
E Medbury,American Association for the Advancement of Science,Member
Fielding Bradford Meek,American Association for the Advancement of Science,Member
H. Meigs,American Association for the Advancement of Science,Member
James Aitken Meigs,American Association for the Advancement of Science,Member
Jean Baptiste Meilleur,American Association for the Advancement of Science,Member
Frederick E. Mensheimer,American Association for the Advancement of Science,Member
Edmund P. Meredith,American Association for the Advancement of Science,Member
Charles I. Meriwether,American Association for the Advancement of Science,Member
Frederick Merrick,American Association for the Advancement of Science,Member
Samuel Vaughan Merrick,American Association for the Advancement of Science,Member
Hubert H. Merrill,American Association for the Advancement of Science,Member
J. W. Merrill,American Association for the Advancement of Science,Member
Stephen Merrill,American Association for the Advancement of Science,Member
M. Merrman,American Association for the Advancement of Science,Member
Samuel Luther Metcalfe,American Association for the Advancement of Science,Member
A. M. Meyers,American Association for the Advancement of Science,Member
M. J. Michelotti,American Association for the Advancement of Science,Member
J. W. Mighels,American Association for the Advancement of Science,Member
Francis T. Miles,American Association for the Advancement of Science,Member
Henry H. Miles,American Association for the Advancement of Science,Member
G. M. Millar,American Association for the Advancement of Science,Member
H. B. Miller,American Association for the Advancement of Science,Member
Samuel Miller,American Association for the Advancement of Science,Member
William A. Miller,American Association for the Advancement of Science,Member
John Millington,American Association for the Advancement of Science,Member
B. F. Mills,American Association for the Advancement of Science,Member
Charles C. Mills,American Association for the Advancement of Science,Member
William Minifie,American Association for the Advancement of Science,Member
Elisha Mitchell,American Association for the Advancement of Science,Member
Henry Mitchell,American Association for the Advancement of Science,Member
J. B. Mitchell,American Association for the Advancement of Science,Member
John Kearsley Mitchell,American Association for the Advancement of Science,Member
Maria Mitchell,American Association for the Advancement of Science,Member
J. F. G. Mittag,American Association for the Advancement of Science,Member
A. G. Moffat,American Association for the Advancement of Science,Member
George Moffatt,American Association for the Advancement of Science,Member
J. O. Moffatt,American Association for the Advancement of Science,Member
J. Molinard,American Association for the Advancement of Science,Member
Charles J. E. Mondelet,American Association for the Advancement of Science,Member
Nathan Monroe,American Association for the Advancement of Science,Member
Alfred Monson,American Association for the Advancement of Science,Member
Theodore L. Montague,American Association for the Advancement of Science,Member
Hugh E. Montgomerie,American Association for the Advancement of Science,Member
L. A.  Moody,American Association for the Advancement of Science,Member
George Henry Moore,American Association for the Advancement of Science,Member
Thomas V. Moore,American Association for the Advancement of Science,Member
William D. Morange,American Association for the Advancement of Science,Member
Alfred Mordecai,American Association for the Advancement of Science,Member
Campbell Morfit,American Association for the Advancement of Science,Member
DeWitt C. Morgan,American Association for the Advancement of Science,Member
Dewitt Morris,American Association for the Advancement of Science,Member
J. R. Morris,American Association for the Advancement of Science,Member
Margaretta H. Morris,American Association for the Advancement of Science,Member
Benjamin F. Morrison,American Association for the Advancement of Science,Member
R. G. Morrow,American Association for the Advancement of Science,Member
Charles M. Morse,American Association for the Advancement of Science,Member
M. L. Morse,American Association for the Advancement of Science,Member
Sketchley Morton,American Association for the Advancement of Science,Member
Theodore F. Moss,American Association for the Advancement of Science,Member
William L. Moultrie,American Association for the Advancement of Science,Member
Oliver Mowat,American Association for the Advancement of Science,Member
George Gourdy Munger,American Association for the Advancement of Science,Member
William Munro,American Association for the Advancement of Science,Member
Nathan Munroe,American Association for the Advancement of Science,Member
Joel Munsell,American Association for the Advancement of Science,Member
Charles N. Murdock,American Association for the Advancement of Science,Member
John Murdock,American Association for the Advancement of Science,Member
Edward Murphy,American Association for the Advancement of Science,Member
John W. Murphy,American Association for the Advancement of Science,Member
Alexander Murphy,American Association for the Advancement of Science,Member
David Murray,American Association for the Advancement of Science,Member
D. Mussey,American Association for the Advancement of Science,Member
Reuben Dimond Mussey,American Association for the Advancement of Science,Member
Thomas Dent Mutter,American Association for the Advancement of Science,Member
John Muzzey,American Association for the Advancement of Science,Member
Gustavus A. Myers,American Association for the Advancement of Science,Member
John Adama Nash,American Association for the Advancement of Science,Member
Elias Nason,American Association for the Advancement of Science,Member
Henry Bradford Nason,American Association for the Advancement of Science,Member
J. Y. Nault,American Association for the Advancement of Science,Member
Samuel Sobieske Nelles,American Association for the Advancement of Science,Member
Cleland K. Nelson,American Association for the Advancement of Science,Member
J. P. Nelson,American Association for the Advancement of Science,Member
Samuel Newberry,American Association for the Advancement of Science,Member
Wesley Newcomb,American Association for the Advancement of Science,Member
William Augustus Newell,American Association for the Advancement of Science,Member
John Newell,American Association for the Advancement of Science,Member
(Dr.) Newman,American Association for the Advancement of Science,Member
Ephriam Newton,American Association for the Advancement of Science,Member
john Newton,American Association for the Advancement of Science,Member
(prof.) Nichols,American Association for the Advancement of Science,Member
Andrew Nichols,American Association for the Advancement of Science,Member
James Robinson Nichols,American Association for the Advancement of Science,Member
John A. Nichols,American Association for the Advancement of Science,Member
Joseph Nicolas Nicollet,American Association for the Advancement of Science,Member
W. W. Niles,American Association for the Advancement of Science,Member
(Capt.) Noble,American Association for the Advancement of Science,Member
George A. Nolen,American Association for the Advancement of Science,Member
Edward North,American Association for the Advancement of Science,Member
Richard H. Northrop,American Association for the Advancement of Science,Member
Edward Norton,American Association for the Advancement of Science,Member
Hiram Norton,American Association for the Advancement of Science,Member
Joseph Granville Norwood,American Association for the Advancement of Science,Member
William Oakes,American Association for the Advancement of Science,Member
Edmund Bailey O'Callaghan,American Association for the Advancement of Science,Member
John C. Oeland,American Association for the Advancement of Science,Member
T. L. Ogier,American Association for the Advancement of Science,Member
Abraham H. Okie,American Association for the Advancement of Science,Member
Thomas W. Olcott,American Association for the Advancement of Science,Member
Charles O'Leary,American Association for the Advancement of Science,Member
James Edward Oliver,American Association for the Advancement of Science,Member
Charles Hyde Olmstead,American Association for the Advancement of Science,Member
"Denison Olmstead, Jr.",American Association for the Advancement of Science,Member
Lemuel G. Olmstead,American Association for the Advancement of Science,Member
Stephen Thayer Olney,American Association for the Advancement of Science,Member
George Opdyke,American Association for the Advancement of Science,Member
John Morse Ordway,American Association for the Advancement of Science,Member
William Ormiston,American Association for the Advancement of Science,Member
Joseph U. Orvis,American Association for the Advancement of Science,Member
Henry Stafford Osborn,American Association for the Advancement of Science,Member
E. Osborne,American Association for the Advancement of Science,Member
Samuel Osgood,American Association for the Advancement of Science,Member
Carl R. R. Osten Sacken,American Association for the Advancement of Science,Member
George Alexander Otis,American Association for the Advancement of Science,Member
Richard Owen,American Association for the Advancement of Science,Member
Robert Dale Owen,American Association for the Advancement of Science,Member
Cyrus F. Paine,American Association for the Advancement of Science,Member
H. D. Paine,American Association for the Advancement of Science,Member
Robert Treat Paine,American Association for the Advancement of Science,Member
Minshall Painter,American Association for the Advancement of Science,Member
Aaron A. Palmer,American Association for the Advancement of Science,Member
Alonzo Benjamin Palmer,American Association for the Advancement of Science,Member
Charles H. Palmer,American Association for the Advancement of Science,Member
H. C. A. Paradis,American Association for the Advancement of Science,Member
Amasa Junius Parker,American Association for the Advancement of Science,Member
Charles Parker,American Association for the Advancement of Science,Member
Henry E. Parker,American Association for the Advancement of Science,Member
William Henry Parker,American Association for the Advancement of Science,Member
Samuel Parkman,American Association for the Advancement of Science,Member
Charles William Parsons,American Association for the Advancement of Science,Member
Theophilus Parsons,American Association for the Advancement of Science,Member
Usher Parsons,American Association for the Advancement of Science,Member
Theodore Sutton Parvin,American Association for the Advancement of Science,Member
George Paton,American Association for the Advancement of Science,Member
John Paton,American Association for the Advancement of Science,Member
D. Patten,American Association for the Advancement of Science,Member
James Willis Patterson,American Association for the Advancement of Science,Member
Henry B. Payne,American Association for the Advancement of Science,Member
Francis Peabody,American Association for the Advancement of Science,Member
Titian Ramsay Peale,American Association for the Advancement of Science,Member
Jonathan Pearson,American Association for the Advancement of Science,Member
G. W. Peck,American Association for the Advancement of Science,Member
William G. Peck,American Association for the Advancement of Science,Member
Fenner Harris Peckham,American Association for the Advancement of Science,Member
Harvey Prince Peet,American Association for the Advancement of Science,Member
David S. Peirce,American Association for the Advancement of Science,Member
James Mills Peirce,American Association for the Advancement of Science,Member
John G. Pendergast,American Association for the Advancement of Science,Member
A. G. Pendleton,American Association for the Advancement of Science,Member
Edmund Monroe Pendleton,American Association for the Advancement of Science,Member
James Gates Percival,American Association for the Advancement of Science,Member
Henry Colt Perkins,American Association for the Advancement of Science,Member
James Amory Perkins,American Association for the Advancement of Science,Member
Justin Perkins,American Association for the Advancement of Science,Member
Louis Perkins,American Association for the Advancement of Science,Member
Aaron F. Perry,American Association for the Advancement of Science,Member
Horace Perry,American Association for the Advancement of Science,Member
Matthew Calbraith Perry,American Association for the Advancement of Science,Member
Almira H. L. Phelps,American Association for the Advancement of Science,Member
Charles Edward Phelps,American Association for the Advancement of Science,Member
Edward Elisha Phelps,American Association for the Advancement of Science,Member
Philip Phelps,American Association for the Advancement of Science,Member
S. L. Phelps,American Association for the Advancement of Science,Member
William Franklin Phelps,American Association for the Advancement of Science,Member
William Phillips,American Association for the Advancement of Science,Member
Charles Pickering,American Association for the Advancement of Science,Member
William F. Pierce,American Association for the Advancement of Science,Member
Henry Evelyn Pierrepont,American Association for the Advancement of Science,Member
Zina Pitcher,American Association for the Advancement of Science,Member
Benn Piyman,American Association for the Advancement of Science,Member
I. C. Plant,American Association for the Advancement of Science,Member
Thomas S. Pleasants,American Association for the Advancement of Science,Member
Ovid Plumb,American Association for the Advancement of Science,Member
Henry Pohlman,American Association for the Advancement of Science,Member
Charles Alexander Pope,American Association for the Advancement of Science,Member
Francis Peyre Porcher,American Association for the Advancement of Science,Member
Frederick Adolphus Porcher,American Association for the Advancement of Science,Member
Benjamin Rickling Porter,American Association for the Advancement of Science,Member
Charles Hogeboom Porter,American Association for the Advancement of Science,Member
Edward D. Porter,American Association for the Advancement of Science,Member
John Addison Porter,American Association for the Advancement of Science,Member
Noah Porter,American Association for the Advancement of Science,Member
Samuel D. Porter,American Association for the Advancement of Science,Member
Thomas Conrad Porter,American Association for the Advancement of Science,Member
Elisha Reynolds Potter,American Association for the Advancement of Science,Member
H. B. Potter,American Association for the Advancement of Science,Member
Charles A. Poulson,American Association for the Advancement of Science,Member
Robert L. Powell,American Association for the Advancement of Science,Member
Samuel Powell,American Association for the Advancement of Science,Member
Albert E. Powers,American Association for the Advancement of Science,Member
J. D. Pratt,American Association for the Advancement of Science,Member
Ezra P. Prentice,American Association for the Advancement of Science,Member
William Prescott,American Association for the Advancement of Science,Member
J. A. Priest,American Association for the Advancement of Science,Member
William Robert Prince,American Association for the Advancement of Science,Member
Thomas Prioleau,American Association for the Advancement of Science,Member
Henry Probasco,American Association for the Advancement of Science,Member
Hiram Augustus Prout,American Association for the Advancement of Science,Member
John V. L. Pruyn,American Association for the Advancement of Science,Member
Robert Hewson Pruyn,American Association for the Advancement of Science,Member
John Hippolyt Pulte,American Association for the Advancement of Science,Member
John Baptist Purcell,American Association for the Advancement of Science,Member
Allen Putnam,American Association for the Advancement of Science,Member
Benjamin Pybos,American Association for the Advancement of Science,Member
Thomas Ruggles Pynchon,American Association for the Advancement of Science,Member
Edmund Quincy,American Association for the Advancement of Science,Member
J. Rachmaninow,American Association for the Advancement of Science,Member
J. K. Ramsay,American Association for the Advancement of Science,Member
Samuel Sidwell Randall,American Association for the Advancement of Science,Member
John Randell,American Association for the Advancement of Science,Member
Robert Gozman Rankin,American Association for the Advancement of Science,Member
John Henry Rauch,American Association for the Advancement of Science,Member
Edmund Ravenel,American Association for the Advancement of Science,Member
H. Ravenel,American Association for the Advancement of Science,Member
Isaac Ray,American Association for the Advancement of Science,Member
Charles H. Raymond,American Association for the Advancement of Science,Member
D. B. Read,American Association for the Advancement of Science,Member
Matthew C. Read,American Association for the Advancement of Science,Member
Charles B. Redfield,American Association for the Advancement of Science,Member
John Howard Redfield,American Association for the Advancement of Science,Member
Lyman Reed,American Association for the Advancement of Science,Member
Lewis Rehfus,American Association for the Advancement of Science,Member
William Wharry Reid,American Association for the Advancement of Science,Member
Alexander N. Rennie,American Association for the Advancement of Science,Member
James Renwich,American Association for the Advancement of Science,Member
Jacob Resor,American Association for the Advancement of Science,Member
Levi Reuben,American Association for the Advancement of Science,Member
William Jones Rhees,American Association for the Advancement of Science,Member
James Rhett,American Association for the Advancement of Science,Member
Clinton Rice,American Association for the Advancement of Science,Member
DeWitt C. Rice,American Association for the Advancement of Science,Member
Henry Rice,American Association for the Advancement of Science,Member
Nathan Lewis Rice,American Association for the Advancement of Science,Member
W. A. Rice,American Association for the Advancement of Science,Member
Newton Richards,American Association for the Advancement of Science,Member
William Carey  Richards,American Association for the Advancement of Science,Member
Zalmon Richards,American Association for the Advancement of Science,Member
Horace Richardson,American Association for the Advancement of Science,Member
A. B. Richmond,American Association for the Advancement of Science,Member
William Pitt Riddell,American Association for the Advancement of Science,Member
(Lt.) Riell,American Association for the Advancement of Science,Member
Hezekiah W. Ripley,American Association for the Advancement of Science,Member
Algernon S. Roberts,American Association for the Advancement of Science,Member
William Minor Roberts,American Association for the Advancement of Science,Member
F. M. Roberts,American Association for the Advancement of Science,Member
Thomas D. Robertson,American Association for the Advancement of Science,Member
W. H. C. Robertson,American Association for the Advancement of Science,Member
George C. Robinson,American Association for the Advancement of Science,Member
Horatio Nelson Robinson,American Association for the Advancement of Science,Member
J. R. Robinson,American Association for the Advancement of Science,Member
W. B. Robinson,American Association for the Advancement of Science,Member
Alfred P. Rockwell,American Association for the Advancement of Science,Member
John Rockwell,American Association for the Advancement of Science,Member
John Arnold Rockwell,American Association for the Advancement of Science,Member
William Mitchell Rodman,American Association for the Advancement of Science,Member
Frederick Roemer,American Association for the Advancement of Science,Member
Fairman Rogers,American Association for the Advancement of Science,Member
Samuel Towner Rogers,American Association for the Advancement of Science,Member
William Rogers,American Association for the Advancement of Science,Member
Martin R. Roome,American Association for the Advancement of Science,Member
Oren Root,American Association for the Advancement of Science,Member
Henry Rose,American Association for the Advancement of Science,Member
Alexander Coffman Ross,American Association for the Advancement of Science,Member
George R. Rosseter,American Association for the Advancement of Science,Member
Andrew Roulston,American Association for the Advancement of Science,Member
Henry Rousseau,American Association for the Advancement of Science,Member
Euclide Roy,American Association for the Advancement of Science,Member
Edmund Ruffin,American Association for the Advancement of Science,Member
Daniel Ruggles,American Association for the Advancement of Science,Member
William Ruggles,American Association for the Advancement of Science,Member
William S. W. Ruschenberger,American Association for the Advancement of Science,Member
Andrew Russell,American Association for the Advancement of Science,Member
Archibald Russell,American Association for the Advancement of Science,Member
John Lewis Russell,American Association for the Advancement of Science,Member
Lewis Morris Rutherford,American Association for the Advancement of Science,Member
Allan Ruttan,American Association for the Advancement of Science,Member
Thomas Ryan,American Association for the Advancement of Science,Member
E. Ryerson,American Association for the Advancement of Science,Member
Abraham Sager,American Association for the Advancement of Science,Member
Edward Elbridge Salisbury,American Association for the Advancement of Science,Member
Francis G. Sanborn,American Association for the Advancement of Science,Member
J. Milton Sanders,American Association for the Advancement of Science,Member
J. E. Sanderson,American Association for the Advancement of Science,Member
Samuel Sands,American Association for the Advancement of Science,Member
Richard R. Sanford,American Association for the Advancement of Science,Member
W. W. Sanger,American Association for the Advancement of Science,Member
Rufus Sargent,American Association for the Advancement of Science,Member
Thomas Stoughton Savage,American Association for the Advancement of Science,Member
Henry Martyn Saville,American Association for the Advancement of Science,Member
A. W. Sawyer,American Association for the Advancement of Science,Member
Lewis Saynisch,American Association for the Advancement of Science,Member
George Scarborough,American Association for the Advancement of Science,Member
Peter W. Schaeffer,American Association for the Advancement of Science,Member
Philip Schaff,American Association for the Advancement of Science,Member
John Stillwell Schanck,American Association for the Advancement of Science,Member
Philip Lutley Schlater,American Association for the Advancement of Science,Member
Alexander Schnee,American Association for the Advancement of Science,Member
Isaac Scholfield,American Association for the Advancement of Science,Member
Henry Rowe Schoolcraft,American Association for the Advancement of Science,Member
John Schoville,American Association for the Advancement of Science,Member
Francis Schreiner,American Association for the Advancement of Science,Member
John Witherspoon Scott,American Association for the Advancement of Science,Member
Joseph Scott,American Association for the Advancement of Science,Member
William Scott,American Association for the Advancement of Science,Member
T. P. Scriven,American Association for the Advancement of Science,Member
Samuel Hubbard Scudder,American Association for the Advancement of Science,Member
Phillip Howes Sears,American Association for the Advancement of Science,Member
William A. Seely,American Association for the Advancement of Science,Member
Charles A. Seely,American Association for the Advancement of Science,Member
George M. Selden,American Association for the Advancement of Science,Member
Silas Richards Selden,American Association for the Advancement of Science,Member
George Escol Sellers,American Association for the Advancement of Science,Member
Christopher D. Seropyan,American Association for the Advancement of Science,Member
John Sessions,American Association for the Advancement of Science,Member
Benedict Sestini,American Association for the Advancement of Science,Member
William Henry Seward,American Association for the Advancement of Science,Member
Henry Seybert,American Association for the Advancement of Science,Member
M. H. Seymour,American Association for the Advancement of Science,Member
Peter Wenrich Shaeffer,American Association for the Advancement of Science,Member
David H. Shaffer,American Association for the Advancement of Science,Member
Nathaniel Burger Shaler,American Association for the Advancement of Science,Member
J. D. Shane,American Association for the Advancement of Science,Member
George Shattuck,American Association for the Advancement of Science,Member
Edward Shaw,American Association for the Advancement of Science,Member
James Shaw,American Association for the Advancement of Science,Member
D. H. Sheldon,American Association for the Advancement of Science,Member
D. S. Sheldon,American Association for the Advancement of Science,Member
E. E. Sheldon,American Association for the Advancement of Science,Member
G. C. Shepard,American Association for the Advancement of Science,Member
J. Avery Shepard,American Association for the Advancement of Science,Member
Perkins Shepard,American Association for the Advancement of Science,Member
Thomas Perkins Shepard,American Association for the Advancement of Science,Member
William Sheppard,American Association for the Advancement of Science,Member
S. S. Sherman,American Association for the Advancement of Science,Member
Thomas Sherwin,American Association for the Advancement of Science,Member
William Shippen,American Association for the Advancement of Science,Member
Charles Wilkins Short,American Association for the Advancement of Science,Member
Samuel L. Shortwell,American Association for the Advancement of Science,Member
Nathaniel Bradstreet Shurtleff,American Association for the Advancement of Science,Member
Solomon Sias,American Association for the Advancement of Science,Member
Horace Silisby,American Association for the Advancement of Science,Member
Elisha Noyes Sill,American Association for the Advancement of Science,Member
Daniel Simmons,American Association for the Advancement of Science,Member
Eugene Sismonda,American Association for the Advancement of Science,Member
Avery J. Skilton,American Association for the Advancement of Science,Member
A. W. Skinner,American Association for the Advancement of Science,Member
George W. Skinner,American Association for the Advancement of Science,Member
P. H. Skipwith,American Association for the Advancement of Science,Member
Elijah Slack,American Association for the Advancement of Science,Member
John Hamilton Slack,American Association for the Advancement of Science,Member
Morgan J. Smead,American Association for the Advancement of Science,Member
Amos Denison Smith,American Association for the Advancement of Science,Member
Augustus William Smith,American Association for the Advancement of Science,Member
Erastus Smith,American Association for the Advancement of Science,Member
George Smith,American Association for the Advancement of Science,Member
George W. L. Smith,American Association for the Advancement of Science,Member
Howard Smith,American Association for the Advancement of Science,Member
J. Bryant Smith,American Association for the Advancement of Science,Member
J. V. Smith,American Association for the Advancement of Science,Member
J. V. C. Smith,American Association for the Advancement of Science,Member
James Youngs Smith,American Association for the Advancement of Science,Member
John Smith,American Association for the Advancement of Science,Member
John Chappall Smith,American Association for the Advancement of Science,Member
John Spear Smith,American Association for the Advancement of Science,Member
Metcalf J. Smith,American Association for the Advancement of Science,Member
Oliver Smith,American Association for the Advancement of Science,Member
Peter Smith,American Association for the Advancement of Science,Member
Spencer Smith,American Association for the Advancement of Science,Member
Thomas Smith,American Association for the Advancement of Science,Member
William Snodgrass,American Association for the Advancement of Science,Member
Charles B. Snow,American Association for the Advancement of Science,Member
Edwin Miller Snow,American Association for the Advancement of Science,Member
A. Sola,American Association for the Advancement of Science,Member
(Rev.) Sommers,American Association for the Advancement of Science,Member
Richard Soule,American Association for the Advancement of Science,Member
J. F. Sowell,American Association for the Advancement of Science,Member
Charles Spear,American Association for the Advancement of Science,Member
Charles A. Spencer,American Association for the Advancement of Science,Member
Thomas Spencer,American Association for the Advancement of Science,Member
William Spillman,American Association for the Advancement of Science,Member
William Spink,American Association for the Advancement of Science,Member
Francis Elias Spinner,American Association for the Advancement of Science,Member
Edward Spooner,American Association for the Advancement of Science,Member
Charles Hill Sprague,American Association for the Advancement of Science,Member
Daniel J. Sprague,American Association for the Advancement of Science,Member
Daniel G. Sprague,American Association for the Advancement of Science,Member
Charles H. Spring,American Association for the Advancement of Science,Member
Ludwig Stadtmuller,American Association for the Advancement of Science,Member
George L. Staley,American Association for the Advancement of Science,Member
Benjamin A. Stannard,American Association for the Advancement of Science,Member
Howard Stansbury,American Association for the Advancement of Science,Member
William Starr,American Association for the Advancement of Science,Member
Eben Speary Stearns,American Association for the Advancement of Science,Member
Edward Josiah Stearns,American Association for the Advancement of Science,Member
Josiah Atherton Stearns,American Association for the Advancement of Science,Member
William Stearns,American Association for the Advancement of Science,Member
Richard Stebbins,American Association for the Advancement of Science,Member
Rufus Phineas Stebbins,American Association for the Advancement of Science,Member
Samuel Steele,American Association for the Advancement of Science,Member
A. H. Stephens,American Association for the Advancement of Science,Member
John Whalen Sterling,American Association for the Advancement of Science,Member
Charles Stetson,American Association for the Advancement of Science,Member
Alexander Steuart,American Association for the Advancement of Science,Member
J. J. Stevens,American Association for the Advancement of Science,Member
M. C. Stevens,American Association for the Advancement of Science,Member
Charles L. Stevenson,American Association for the Advancement of Science,Member
William M. Stewart,American Association for the Advancement of Science,Member
