Name,Organization,Year Elected,Status
Charles Lyell,American Philosophical Society,1841,Member
J.N. Nicollet,American Philosophical Society,1841,Member
George Peacock,American Philosophical Society,1841,Member
Benjamin Peirce,American Philosophical Society,1841,Member
Ludwig P.M. von Ronne,American Philosophical Society,1841,Member
Alexis C.H.C. de Tocqueville,American Philosophical Society,1841,Member
Petty Vaughan,American Philosophical Society,1841,Member
Louis Agassiz,American Philosophical Society,1843,Member
Thomas P. Cope,American Philosophical Society,1843,Member
William H. Dillingham,American Philosophical Society,1843,Member
John Downes,American Philosophical Society,1843,Member
Charles Ellet,American Philosophical Society,1843,Member
William Gerhard,American Philosophical Society,1843,Member
Leopoldo II,American Philosophical Society,1843,Member
Stanislas Julien,American Philosophical Society,1843,Member
Count Egor Kankrin,American Philosophical Society,1843,Member
John Lenthall,American Philosophical Society,1843,Member
Charles McEuen,American Philosophical Society,1843,Member
Ellwood Morris,American Philosophical Society,1843,Member
Andreas Mustoxidi,American Philosophical Society,1843,Member
William Reid,American Philosophical Society,1843,Member
Solomon W. Roberts,American Philosophical Society,1843,Member
Charles B. Trego,American Philosophical Society,1843,Member
Charles Wilkes,American Philosophical Society,1843,Member
William Ewing Du Bois,American Philosophical Society,1844,Member
Robert Bridges,American Philosophical Society,1844,Member
Benjamin F. Butler,American Philosophical Society,1844,Member
Joseph Carson,American Philosophical Society,1844,Member
John W. Draper,American Philosophical Society,1844,Member
Jacob R. Eckfeldt,American Philosophical Society,1844,Member
Alfred L. Elwyn,American Philosophical Society,1844,Member
J.W. Francis,American Philosophical Society,1844,Member
Samuel S. Haldeman,American Philosophical Society,1844,Member
John S. Hart,American Philosophical Society,1844,Member
John Locke,American Philosophical Society,1844,Member
T.G. Mower,American Philosophical Society,1844,Member
George W. Norris,American Philosophical Society,1844,Member
William A. Norton,American Philosophical Society,1844,Member
Alonzo Potter,American Philosophical Society,1844,Member
W.C. Redfield,American Philosophical Society,1844,Member
Joseph Story,American Philosophical Society,1844,Member
Theodore Strong,American Philosophical Society,1844,Member
Roger B. Taney,American Philosophical Society,1844,Member
John C. Trautwine,American Philosophical Society,1844,Member
Joseph Addison Alexander,American Philosophical Society,1845,Member
Charles F. Beck,American Philosophical Society,1845,Member
William B. Carpenter,American Philosophical Society,1845,Member
James Clark,American Philosophical Society,1845,Member
James Copland,American Philosophical Society,1845,Member
William Jardine,American Philosophical Society,1845,Member
Karl R. Lepsius,American Philosophical Society,1845,Member
Edward Miller,American Philosophical Society,1845,Member
Richard Owen,American Philosophical Society,1845,Member
Guillaume Tell Poussin,American Philosophical Society,1845,Member
Friedrich L.G. von Raumer,American Philosophical Society,1845,Member
Prinz von Maximilian A.P. Wied-Neuwied,American Philosophical Society,1845,Member
James Buchanan,American Philosophical Society,1846,Member
Guiseppi C. Grimaldi,American Philosophical Society,1846,Member
Henry Holland,American Philosophical Society,1846,Member
Richard S. McCulloh,American Philosophical Society,1846,Member
Johannes P. Muller,American Philosophical Society,1846,Member
James B. Rogers,American Philosophical Society,1846,Member
Lewis Waln,American Philosophical Society,1846,Member
Adolf T. von Kupffer,American Philosophical Society,1847,Member
Urbain J.J. Leverrier,American Philosophical Society,1847,Member
John Y. Mason,American Philosophical Society,1847,Member
William Proctor,American Philosophical Society,1847,Member
Richard A. Tilghman,American Philosophical Society,1847,Member
John C. Adams,American Philosophical Society,1848,Member
Robert Baird,American Philosophical Society,1848,Member
Calderon de la Barca,American Philosophical Society,1848,Member
John N. Conyngham,American Philosophical Society,1848,Member
Harmar Denny,American Philosophical Society,1848,Member
E. Geddings,American Philosophical Society,1848,Member
J. Melville Gilliss,American Philosophical Society,1848,Member
Asa Gray,American Philosophical Society,1848,Member
Simon Greenleaf,American Philosophical Society,1848,Member
Robert C. Grier,American Philosophical Society,1848,Member
Ralph I. Ingersoll,American Philosophical Society,1848,Member
Gustav A. Jahn,American Philosophical Society,1848,Member
John F. James,American Philosophical Society,1848,Member
Joel Jones,American Philosophical Society,1848,Member
William Kent,American Philosophical Society,1848,Member
Miers F. Longstreth,American Philosophical Society,1848,Member
Samuel F.B. Morse,American Philosophical Society,1848,Member
Charles Picot,American Philosophical Society,1848,Member
Felix A. Pouchet,American Philosophical Society,1848,Member
John Reed,American Philosophical Society,1848,Member
Alexander H. Stevens,American Philosophical Society,1848,Member
William Storrs,American Philosophical Society,1848,Member
John H. Bennett,American Philosophical Society,1849,Member
John Goodsir,American Philosophical Society,1849,Member
A.A. Gould,American Philosophical Society,1849,Member
E.N. Horsford,American Philosophical Society,1849,Member
Francis Kiernan,American Philosophical Society,1849,Member
Joseph Leidy,American Philosophical Society,1849,Member
George P. Marsh,American Philosophical Society,1849,Member
W.S.W Ruschenberger,American Philosophical Society,1849,Member
Robert Bridges,Academy of Natural Sciences,1835,Member
Thomas L. Bowie,Academy of Natural Sciences,1835,Member
Peter A. Browne,Academy of Natural Sciences,1841,Member
Spencer Fullerton Baird,Academy of Natural Sciences,1842,Member
Alexander Biddle,Academy of Natural Sciences,1848,Member
Thomas Pennant Barton,Academy of Natural Sciences,1849,Member
Henry Belknap,Academy of Natural Sciences,1849,Member
Clement Biddle Jr.,Academy of Natural Sciences,1850,Member
Joseph A. Clay,Academy of Natural Sciences,1837,Member
William M. Camac,Academy of Natural Sciences,1839,Member
Charles C. Cressin,Academy of Natural Sciences,1840,Member
Josiah Curtis,Academy of Natural Sciences,1843,Member
Ferdenand de la Cuesta,Academy of Natural Sciences,1844,Member
Charles Clemm,Academy of Natural Sciences,1847,Member
Caleb Cope,Academy of Natural Sciences,1848,Member
John Cooke,Academy of Natural Sciences,1848,Member
Charles Davis,Academy of Natural Sciences,1842,Member
William Darrach,Academy of Natural Sciences,1844,Member
James Dundas,Academy of Natural Sciences,1844,Member
M.W. Dickeson,Academy of Natural Sciences,1846,Member
Edmund C. Evans,Academy of Natural Sciences,1838,Member
Charles Ellet Jr.,Academy of Natural Sciences,1842,Member
Moses H. Emery,Academy of Natural Sciences,1847,Member
Benjamin F. French,Academy of Natural Sciences,1843,Member
John Frost,Academy of Natural Sciences,1844,Member
William Parker Foulke,Academy of Natural Sciences,1849,Member
William Gambel,Academy of Natural Sciences,1843,Member
Lewis J. Germain,Academy of Natural Sciences,1846,Member
Kingston Goddard,Academy of Natural Sciences,1848,Member
William Robertson Grant,Academy of Natural Sciences,1849,Member
Samuel Stehman Haldeman,Academy of Natural Sciences,1837,Member
Charles Holmes,Academy of Natural Sciences,1838,Member
John S. Haines,Academy of Natural Sciences,1841,Member
J. P. Heister,Academy of Natural Sciences,1843,Member
Adolphus L. Heermann,Academy of Natural Sciences,1845,Member
Edward Hartshorne,Academy of Natural Sciences,1847,Member
Robert B. Haines,Academy of Natural Sciences,1848,Member
A.A. Henderson,Academy of Natural Sciences,1848,Member
William E. Horner,Academy of Natural Sciences,1849,Member
Bernard Henry,Academy of Natural Sciences,1849,Member
Isaac R. Jackson,Academy of Natural Sciences,1841,Member
Elisha K. Kane,Academy of Natural Sciences,1843,Member
Robert Kilvington,Academy of Natural Sciences,1843,Member
Charles R. King,Academy of Natural Sciences,1843,Member
Benjamin J. Kern,Academy of Natural Sciences,1847,Member
Edward M. Kern,Academy of Natural Sciences,1847,Member
Wilhelm Keller,Academy of Natural Sciences,1848,Member
John Land,Academy of Natural Sciences,1836,Member
J.L. Le Conte,Academy of Natural Sciences,1845,Member
Joseph Leidy,Academy of Natural Sciences,1845,Member
Elisha J. Lewis,Academy of Natural Sciences,1846,Member
John Lambert,Academy of Natural Sciences,1846,Member
Carey M Lea,Academy of Natural Sciences,1847,Member
Charles Lenning,Academy of Natural Sciences,1847,Member
John L. Ludlow,Academy of Natural Sciences,1847,Member
William R. Lejee,Academy of Natural Sciences,1848,Member
H. C. Lea,Academy of Natural Sciences,1848,Member
Francis W. Lewis,Academy of Natural Sciences,1849,Member
John H. Markland,Academy of Natural Sciences,1839,Member
Alexander Maclure,Academy of Natural Sciences,1840,Member
Theodore F. Moss,Academy of Natural Sciences,1845,Member
G.A. Mc Call,Academy of Natural Sciences,1847,Member
J.H.B. Mc Clellan,Academy of Natural Sciences,1847,Member
Charles D. Meigs,Academy of Natural Sciences,1848,Member
William Mc Michael ,Academy of Natural Sciences,1850,Member
John D. Neill,Academy of Natural Sciences,1847,Member
Octavus A. Norris,Academy of Natural Sciences,1849,Member
William Pepper,Academy of Natural Sciences,1837,Member
Thomas C. Percival,Academy of Natural Sciences,1845,Member
Samuel Powell,Academy of Natural Sciences,1847,Member
Joseph Pancoast,Academy of Natural Sciences,1847,Member
R. E. Rogers,Academy of Natural Sciences,1837,Member
Williard M. Rice,Academy of Natural Sciences,1842,Member
James B. Rogers ,Academy of Natural Sciences,1847,Member
Samuel G. Rosengarten,Academy of Natural Sciences,1850,Member
R. P. Remington,Academy of Natural Sciences,1850,Member
Samuel Snelling,Academy of Natural Sciences,1836,Member
Lucy W. Say,Academy of Natural Sciences,1841,Member
H.S. Stephens,Academy of Natural Sciences,1843,Member
David Skerrett,Academy of Natural Sciences,1847,Member
F. W. Sargent,Academy of Natural Sciences,1847,Member
J. Dickinson Sergent,Academy of Natural Sciences,1847,Member
Francis G. Smith,Academy of Natural Sciences,1849,Member
Aubrey Smith,Academy of Natural Sciences,1850,Member
James Trudeau,Academy of Natural Sciences,1835,Member
A.M. Walker,Academy of Natural Sciences,1836,Member
James D. Whelpley,Academy of Natural Sciences,1838,Member
Mifflin Wistar,Academy of Natural Sciences,1839,Member
Gavin Watson,Academy of Natural Sciences,1840,Member
Samuel Wetherill,Academy of Natural Sciences,1843,Member
Sam W. Woodhouse,Academy of Natural Sciences,1845,Member
Chalres M. Wetherill Jr.,Academy of Natural Sciences,1846,Member
William E. Whitman,Academy of Natural Sciences,1848,Member
Francis F. Wolgamuth,Academy of Natural Sciences,1848,Member
William S. Wilson,Academy of Natural Sciences,1848,Member
Chalres M. Wheatley,Academy of Natural Sciences,1850,Member
William Zantzinger,Academy of Natural Sciences,1840,Member
Jonathan Williams,United States Military Philosophical Society,1809,Member
Charles Cotesworth Pinkney,United States Military Philosophical Society,1809,Member
Francis D. Mason,United States Military Philosophical Society,1809,Member
Joseph G. Swift,United States Military Philosophical Society,1809,Member
William Popham,United States Military Philosophical Society,1809,Member
George Bomford,United States Military Philosophical Society,1809,Member
Walter K. Amistead,United States Military Philosophical Society,1809,Member
John Armstrong,United States Military Philosophical Society,1809,Member
John Allen,United States Military Philosophical Society,1809,Member
John Q. Adams,United States Military Philosophical Society,1809,Member
Hannibal M. Allen,United States Military Philosophical Society,1809,Member
John Adams,United States Military Philosophical Society,1809,Member
John J. Albert,United States Military Philosophical Society,1809,Member
James A. Bayard,United States Military Philosophical Society,1809,Member
Samuel Babcock,United States Military Philosophical Society,1809,Member
Henry Burbeck,United States Military Philosophical Society,1809,Member
Joel Barlow,United States Military Philosophical Society,1809,Member
Joseph Bloomfield,United States Military Philosophical Society,1809,Member
Clement Biddle,United States Military Philosophical Society,1809,Member
William R. Bootes,United States Military Philosophical Society,1809,Member
Charles Biddle,United States Military Philosophical Society,1809,Member
Stephen R. Bradley,United States Military Philosophical Society,1809,Member
Lloyd Beall,United States Military Philosophical Society,1809,Member
Joseph Blyth,United States Military Philosophical Society,1809,Member
John Bullus,United States Military Philosophical Society,1809,Member
James M. Brown,United States Military Philosophical Society,1809,Member
Daniel A.A. Buck,United States Military Philosophical Society,1809,Member
William Bainbridge,United States Military Philosophical Society,1809,Member
John Brooks,United States Military Philosophical Society,1809,Member
M.V. Boisaubin,United States Military Philosophical Society,1809,Member
Robert Bogardus,United States Military Philosophical Society,1809,Member
William C.C. Claiborne,United States Military Philosophical Society,1809,Member
George Clinton,United States Military Philosophical Society,1809,Member
De Witt Clinton,United States Military Philosophical Society,1809,Member
Thomas H. Cushing,United States Military Philosophical Society,1809,Member
Daniel Clark,United States Military Philosophical Society,1809,Member
William Crane,United States Military Philosophical Society,1809,Member
Philip Van Cortland,United States Military Philosophical Society,1809,Member
Joseph Cortland,United States Military Philosophical Society,1809,Member
Joseph Clay,United States Military Philosophical Society,1809,Member
Eli B. Clemson,United States Military Philosophical Society,1809,Member
John Cassin,United States Military Philosophical Society,1809,Member
David Cobb,United States Military Philosophical Society,1809,Member
Isaac Chauncey,United States Military Philosophical Society,1809,Member
Samuel Champlain,United States Military Philosophical Society,1809,Member
Thomas Caldwallader,United States Military Philosophical Society,1809,Member
Joseph Constant,United States Military Philosophical Society,1809,Member
Charles Clinton,United States Military Philosophical Society,1809,Member
William Cutting,United States Military Philosophical Society,1809,Member
William Cutbush,United States Military Philosophical Society,1809,Member
Henry Dearborne,United States Military Philosophical Society,1809,Member
Stephen Decatur,United States Military Philosophical Society,1809,Member
Benjamin Dearborn,United States Military Philosophical Society,1809,Member
Jonathan Dayton,United States Military Philosophical Society,1809,Member
John Davie,United States Military Philosophical Society,1809,Member
William Dessaussure,United States Military Philosophical Society,1809,Member
Samuel W. Dana,United States Military Philosophical Society,1809,Member
Joseph Dunham,United States Military Philosophical Society,1809,Member
John H. Dent,United States Military Philosophical Society,1809,Member
William Eustis,United States Military Philosophical Society,1809,Member
Samuel Evans,United States Military Philosophical Society,1809,Member
William Eaton,United States Military Philosophical Society,1809,Member
Thomas B. Earle,United States Military Philosophical Society,1809,Member
John R. Fenwick,United States Military Philosophical Society,1809,Member
Constant Freeman,United States Military Philosophical Society,1809,Member
George Fleming,United States Military Philosophical Society,1809,Member
Nehemiah Freeman,United States Military Philosophical Society,1809,Member
Robert Fulton,United States Military Philosophical Society,1809,Member
James Fairley,United States Military Philosophical Society,1809,Member
Ioachim Ferrere,United States Military Philosophical Society,1809,Member
Dr. Findlay,United States Military Philosophical Society,1809,Member
Charles Gratiot,United States Military Philosophical Society,1809,Member
John Garnet,United States Military Philosophical Society,1809,Member
Peter Gansevoort,United States Military Philosophical Society,1809,Member
Nicholas Gilman,United States Military Philosophical Society,1809,Member
John F. Grimke,United States Military Philosophical Society,1809,Member
George Gibbs,United States Military Philosophical Society,1809,Member
Christopher Gadsden,United States Military Philosophical Society,1809,Member
Charles Gordon,United States Military Philosophical Society,1809,Member
Abijah Hammond,United States Military Philosophical Society,1809,Member
David Humphreys,United States Military Philosophical Society,1809,Member
William Hull,United States Military Philosophical Society,1809,Member
William Henry Harrison,United States Military Philosophical Society,1809,Member
John Hall,United States Military Philosophical Society,1809,Member
John Hubbard,United States Military Philosophical Society,1809,Member
Ferdinand Rudolph Hassler,United States Military Philosophical Society,1809,Member
Paul Hamilton,United States Military Philosophical Society,1809,Member
Capt. Howard,United States Military Philosophical Society,1809,Member
Andrew Hazel,United States Military Philosophical Society,1809,Member
Archibald Henderson,United States Military Philosophical Society,1809,Member
Wade Hampton,United States Military Philosophical Society,1809,Member
Robert Goodloe Harper,United States Military Philosophical Society,1809,Member
Benjamin Huger,United States Military Philosophical Society,1809,Member
Francis Huger,United States Military Philosophical Society,1809,Member
Isaac Hull,United States Military Philosophical Society,1809,Member
Theodore Hunt,United States Military Philosophical Society,1809,Member
George Izard,United States Military Philosophical Society,1809,Member
Ralph Izard,United States Military Philosophical Society,1809,Member
Thomas Jefferson,United States Military Philosophical Society,1809,Member
John Johnson,United States Military Philosophical Society,1809,Member
Jacob Jones,United States Military Philosophical Society,1809,Member
Jacob Kingsbury,United States Military Philosophical Society,1809,Member
Francis Kinloch,United States Military Philosophical Society,1809,Member
Benjamin Latrobe,United States Military Philosophical Society,1809,Member
Benjamin Lincoln,United States Military Philosophical Society,1809,Member
John Langdon,United States Military Philosophical Society,1809,Member
Tobias Lear,United States Military Philosophical Society,1809,Member
Robert R. Livingston,United States Military Philosophical Society,1809,Member
David Lenox,United States Military Philosophical Society,1809,Member
Lawrence Lewis,United States Military Philosophical Society,1809,Member
Lebbeus Loomis,United States Military Philosophical Society,1809,Member
Charles Ludlow,United States Military Philosophical Society,1809,Member
James Lawrence,United States Military Philosophical Society,1809,Member
Louis Le Cesne,United States Military Philosophical Society,1809,Member
W.C. Leffingwell,United States Military Philosophical Society,1809,Member
Jared Mansfield,United States Military Philosophical Society,1809,Member
Alexander Macomb,United States Military Philosophical Society,1809,Member
William McRee,United States Military Philosophical Society,1809,Member
James Madison,United States Military Philosophical Society,1809,Member
Jacob Morton,United States Military Philosophical Society,1809,Member
Thomas McKean,United States Military Philosophical Society,1809,Member
William McPherson,United States Military Philosophical Society,1809,Member
John Marshall,United States Military Philosophical Society,1809,Member
Samuel L. Mitchel,United States Military Philosophical Society,1809,Member
James Munroe,United States Military Philosophical Society,1809,Member
John Milledge,United States Military Philosophical Society,1809,Member
William McCreery,United States Military Philosophical Society,1809,Member
Jonathan Mason,United States Military Philosophical Society,1809,Member
Alexander Murray,United States Military Philosophical Society,1809,Member
Lt. Maclay,United States Military Philosophical Society,1809,Member
Robert Macomb,United States Military Philosophical Society,1809,Member
Clarence Mulford,United States Military Philosophical Society,1809,Member
John W. Mulligan,United States Military Philosophical Society,1809,Member
John R. Murray,United States Military Philosophical Society,1809,Member
Julian U. Niemcewicz,United States Military Philosophical Society,1809,Member
William North,United States Military Philosophical Society,1809,Member
William Popham,United States Military Philosophical Society,1809,Member
Ninian Pinkney,United States Military Philosophical Society,1809,Member
Alden Partridge,United States Military Philosophical Society,1809,Member
William Partridge,United States Military Philosophical Society,1809,Member
Robert Patton,United States Military Philosophical Society,1809,Member
Thomas Pinkney,United States Military Philosophical Society,1809,Member
Moses Porter,United States Military Philosophical Society,1809,Member
Zebulon Pike,United States Military Philosophical Society,1809,Member
Justus Post,United States Military Philosophical Society,1809,Member
David Porter,United States Military Philosophical Society,1809,Member
Oliver. M. Perry,United States Military Philosophical Society,1809,Member
William Pinkney,United States Military Philosophical Society,1809,Member
Josiah Quincy,United States Military Philosophical Society,1809,Member
John Rutledge,United States Military Philosophical Society,1809,Member
Jacob Read,United States Military Philosophical Society,1809,Member
Solomon Van Ransellaer,United States Military Philosophical Society,1809,Member
Thomas M. Randolph,United States Military Philosophical Society,1809,Member
David Ramsay,United States Military Philosophical Society,1809,Member
James Ricketts,United States Military Philosophical Society,1809,Member
Hezekiah Rogers,United States Military Philosophical Society,1809,Member
K. Van Ranselaer,United States Military Philosophical Society,1809,Member
Edward De Russy,United States Military Philosophical Society,1809,Member
Jonathan Rogers,United States Military Philosophical Society,1809,Member
Robert Rankin,United States Military Philosophical Society,1809,Member
John H. Robinson,United States Military Philosophical Society,1809,Member
Ebenezer Stevens,United States Military Philosophical Society,1809,Member
Louis Simond,United States Military Philosophical Society,1809,Member
Caleb Strong,United States Military Philosophical Society,1809,Member
Samuel Smith,United States Military Philosophical Society,1809,Member
Robert Smith,United States Military Philosophical Society,1809,Member
Arthur St. Clair,United States Military Philosophical Society,1809,Member
William Short,United States Military Philosophical Society,1809,Member
Daniel Stevens,United States Military Philosophical Society,1809,Member
John Saunders,United States Military Philosophical Society,1809,Member
Thomas Sumter,United States Military Philosophical Society,1809,Member
Forest Swift,United States Military Philosophical Society,1809,Member
William L. Smith,United States Military Philosophical Society,1809,Member
Benjamin Smith,United States Military Philosophical Society,1809,Member
Amos Stoddard,United States Military Philosophical Society,1809,Member
Nathaniel Smith,United States Military Philosophical Society,1809,Member
James S. Swearengen,United States Military Philosophical Society,1809,Member
James Simons,United States Military Philosophical Society,1809,Member
John Smith,United States Military Philosophical Society,1809,Member
Charles Steward,United States Military Philosophical Society,1809,Member
Arthur Sinclair,United States Military Philosophical Society,1809,Member
John Tayloe,United States Military Philosophical Society,1809,Member
Thomas Tillotson,United States Military Philosophical Society,1809,Member
John Trumbull,United States Military Philosophical Society,1809,Member
Thomas Truxtun,United States Military Philosophical Society,1809,Member
Thomas T. Tucker,United States Military Philosophical Society,1809,Member
Thomas T. Tucker,United States Military Philosophical Society,1809,Member
Thomas Tingey,United States Military Philosophical Society,1809,Member
Joseph G. Totten,United States Military Philosophical Society,1809,Member
Daniel D. Tompkins,United States Military Philosophical Society,1809,Member
Sylvanus Thayer,United States Military Philosophical Society,1809,Member
Louis de Tousard,United States Military Philosophical Society,1809,Member
John Trippe,United States Military Philosophical Society,1809,Member
John Vaughan,United States Military Philosophical Society,1809,Member
Hyppolite Villard,United States Military Philosophical Society,1809,Member
James Wilkinson,United States Military Philosophical Society,1809,Member
John B. Walbach,United States Military Philosophical Society,1809,Member
Bushrod Washington,United States Military Philosophical Society,1809,Member
Richard Whiley,United States Military Philosophical Society,1809,Member
Franklin Wharton,United States Military Philosophical Society,1809,Member
Samuel Webber,United States Military Philosophical Society,1809,Member
Prentice Willard,United States Military Philosophical Society,1809,Member
William Washington,United States Military Philosophical Society,1809,Member
Alexander J. Williams,United States Military Philosophical Society,1809,Member
Marinus Willet,United States Military Philosophical Society,1809,Member
Eli Whitney,United States Military Philosophical Society,1809,Member
Charles Wilkes,United States Military Philosophical Society,1809,Member
Peter W. Winthrop,United States Military Philosophical Society,1809,Member
John Williams,United States Military Philosophical Society,1809,Member
Philip Wederstrandt,United States Military Philosophical Society,1809,Member
M.J. Woolsey,United States Military Philosophical Society,1809,Member
Charles E. Zoeller,United States Military Philosophical Society,1809,Member
