Name,Organization,Status
M. G. P. Dehayes,Academy of Natural Sciences,Member
Chester Dewey,Academy of Natural Sciences,Member
Henry Thomas De la Beche,Academy of Natural Sciences,Member
Lewis Weston Dillwyn,Academy of Natural Sciences,Member
C. Doddridge,Academy of Natural Sciences,Member
Johan Wolfgang Doebreiner,Academy of Natural Sciences,Member
Daniel Drake,Academy of Natural Sciences,Member
M. A. Drappier,Academy of Natural Sciences,Member
John W. Draper,Academy of Natural Sciences,Member
M. Duclos,Academy of Natural Sciences,Member
Thomas Duncan,Academy of Natural Sciences,Member
M. Constant Dumeril,Academy of Natural Sciences,Member
M. M. Duvignan,Academy of Natural Sciences,Member
Alfred Dupont,Academy of Natural Sciences,Member
Julius F. Ducatel,Academy of Natural Sciences,Member
Chev. A. M. Vassali Eandi,Academy of Natural Sciences,Member
 Amos Eaton,Academy of Natural Sciences,Member
H. Hulbert Eaton,Academy of Natural Sciences,Member
John Milton Earle,Academy of Natural Sciences,Member
M. H. Milne Edwards,Academy of Natural Sciences,Member
William Cox Ellis,Academy of Natural Sciences,Member
Andrew Ellicott,Academy of Natural Sciences,Member
Stephen Elliott,Academy of Natural Sciences,Member
M. Henri Esher,Academy of Natural Sciences,Member
M. Favjas de St. Fond,Academy of Natural Sciences,Member
Sylvanus Faucker,Academy of Natural Sciences,Member
Hugh Falconer,Academy of Natural Sciences,Member
Z. Ferris,Academy of Natural Sciences,Member
George William Featherstonhaugh,Academy of Natural Sciences,Member
M. le Baron Daudebard de Fcrussac,Academy of Natural Sciences,Member
Leopold Fitzinger,Academy of Natural Sciences,Member
Thomas Forster,Academy of Natural Sciences,Member
Samuel Fowler,Academy of Natural Sciences,Member
John P. Foote,Academy of Natural Sciences,Member
Henry Frick,Academy of Natural Sciences,Member
John W. Francis,Academy of Natural Sciences,Member
M. Augustin Frutos,Academy of Natural Sciences,Member
Don Manuel de la Garca,Academy of Natural Sciences,Member
John Galbraith,Academy of Natural Sciences,Member
Ernest Frederick Germar,Academy of Natural Sciences,Member
E. Geddings,Academy of Natural Sciences,Member
Henry Gibbons,Academy of Natural Sciences,Member
Robert Gilmore,Academy of Natural Sciences,Member
George Gibbs,Academy of Natural Sciences,Member
Francis W. Gilmer,Academy of Natural Sciences,Member
John Gorham,Academy of Natural Sciences,Member
August Goldfuss,Academy of Natural Sciences,Member
John Griscom,Academy of Natural Sciences,Member
Thomas Griffith,Academy of Natural Sciences,Member
Edward Griffith,Academy of Natural Sciences,Member
R. H. Greville,Academy of Natural Sciences,Member
M. Grateloup,Academy of Natural Sciences,Member
Asa Gray,Academy of Natural Sciences,Member
John Edward Gray,Academy of Natural Sciences,Member
Benjamin D. Green,Academy of Natural Sciences,Member
John Guillemard,Academy of Natural Sciences,Member
John Gummere,Academy of Natural Sciences,Member
M. Haiiy,Academy of Natural Sciences,Member
John S. Haines,Academy of Natural Sciences,Member
Horace H. Hayden,Academy of Natural Sciences,Member
I. H. Hassenfratz,Academy of Natural Sciences,Member
George Hazelwood,Academy of Natural Sciences,Member
T. W. Harris,Academy of Natural Sciences,Member
James Hadley,Academy of Natural Sciences,Member
Josiah Harlan,Academy of Natural Sciences,Member
Edward C. Herrick,Academy of Natural Sciences,Member
S. P. Hildreth,Academy of Natural Sciences,Member
Edward Hitchcock,Academy of Natural Sciences,Member
M. E. Geoffroy St. Hilaire,Academy of Natural Sciences,Member
Ezekiel Holmes,Academy of Natural Sciences,Member
Charles Joseph Van Hoorebeke,Academy of Natural Sciences,Member
David Hosack,Academy of Natural Sciences,Member
John Edward Holbrook,Academy of Natural Sciences,Member
Robert Hooper,Academy of Natural Sciences,Member
William Jackson Hooker,Academy of Natural Sciences,Member
Thomas Horsfield,Academy of Natural Sciences,Member
David Hunt,Academy of Natural Sciences,Member
William Cobb Hurry,Academy of Natural Sciences,Member
Ansel W. Ives,Academy of Natural Sciences,Member
Joseph Jansen,Academy of Natural Sciences,Member
William Jackson,Academy of Natural Sciences,Member
Charles T. Jackson,Academy of Natural Sciences,Member
Robert Jameson,Academy of Natural Sciences,Member
William James,Academy of Natural Sciences,Member
Edwin James,Academy of Natural Sciences,Member
John C. Jay,Academy of Natural Sciences,Member
John Carmichael Jenkins,Academy of Natural Sciences,Member
Thomas Jefferson,Academy of Natural Sciences,Member
William Jones,Academy of Natural Sciences,Member
M. A. L. de Jussieu,Academy of Natural Sciences,Member
Alexander A. T. C. Keech,Academy of Natural Sciences,Member
M. Pierre-Andre Latreille,Academy of Natural Sciences,Member
M. Laugier,Academy of Natural Sciences,Member
William Lawrence,Academy of Natural Sciences,Member
B. G. E. de la Ville,Academy of Natural Sciences,Member
Count Lakanal,Academy of Natural Sciences,Member
Chev. de Lamarck,Academy of Natural Sciences,Member
M. J. L. Laporte,Academy of Natural Sciences,Member
Justus Le Beau,Academy of Natural Sciences,Member
M. R. P. Lesson,Academy of Natural Sciences,Member
Karl Caesar von Leonard,Academy of Natural Sciences,Member
James Leighton,Academy of Natural Sciences,Member
William Elford Leach,Academy of Natural Sciences,Member
M. Lefroy,Academy of Natural Sciences,Member
Joel Lewis,Academy of Natural Sciences,Member
Henry Lee,Academy of Natural Sciences,Member
M. Leman,Academy of Natural Sciences,Member
Louis L'Herminier,Academy of Natural Sciences,Member
Algernon Sidney Logan,Academy of Natural Sciences,Member
Stephen H. Long,Academy of Natural Sciences,Member
Joseph Lovell,Academy of Natural Sciences,Member
Guillaume Lobe,Academy of Natural Sciences,Member
M. J. A. H. Lucas,Academy of Natural Sciences,Member
Wm. J. Macnevin,Academy of Natural Sciences,Member
Julien Magnanos,Academy of Natural Sciences,Member
M. Mangouri,Academy of Natural Sciences,Member
Patrick Macaulay,Academy of Natural Sciences,Member
C. F. P. Von Martius,Academy of Natural Sciences,Member
M. Ch. Martins,Academy of Natural Sciences,Member
Ephraim McDowell,Academy of Natural Sciences,Member
James McFadyen,Academy of Natural Sciences,Member
James MacCulloch,Academy of Natural Sciences,Member
William McGillivray,Academy of Natural Sciences,Member
William Sharp Mac Leay,Academy of Natural Sciences,Member
 Fred. Val. Melsheimer,Academy of Natural Sciences,Member
M. Johan Menger,Academy of Natural Sciences,Member
M. Mercier,Academy of Natural Sciences,Member
Herman de Meyer,Academy of Natural Sciences,Member
M. Champvert Montral,Academy of Natural Sciences,Member
T. Milbert,Academy of Natural Sciences,Member
M. A. F. Miot,Academy of Natural Sciences,Member
Samuel L. Mitchill,Academy of Natural Sciences,Member
Elisha Mitchell,Academy of Natural Sciences,Member
M. F. J. Michaux,Academy of Natural Sciences,Member
M. S. G. V. de Moleon,Academy of Natural Sciences,Member
Valentine Mott,Academy of Natural Sciences,Member
Thomas W. Montgomery,Academy of Natural Sciences,Member
Alexander Montgomery,Academy of Natural Sciences,Member
M. Noel de la Morinier,Academy of Natural Sciences,Member
James W. Murray,Academy of Natural Sciences,Member
Henry Muhlenberg,Academy of Natural Sciences,Member
M. Charles Mylius,Academy of Natural Sciences,Member
William Oakes,Academy of Natural Sciences,Member
Aug. J. Oemler,Academy of Natural Sciences,Member
Michael J. O'Kelly,Academy of Natural Sciences,Member
Denison Olmsted,Academy of Natural Sciences,Member
M. Dessalines d'Orbigny,Academy of Natural Sciences,Member
Richard Owen,Academy of Natural Sciences,Member
John Palmer,Academy of Natural Sciences,Member
M. M. Parent,Academy of Natural Sciences,Member
Samuel Parkes,Academy of Natural Sciences,Member
Joseph Barclay Pentland,Academy of Natural Sciences,Member
Jacob Perkins,Academy of Natural Sciences,Member
Robert Peter,Academy of Natural Sciences,Member
Henry Piddington,Academy of Natural Sciences,Member
Zina Pitcher,Academy of Natural Sciences,Member
W. Pierpont,Academy of Natural Sciences,Member
M. Pinel,Academy of Natural Sciences,Member
Joseph Xavier Poli,Academy of Natural Sciences,Member
Joel R. Poinsett,Academy of Natural Sciences,Member
T. D. Porter,Academy of Natural Sciences,Member
M. Alexandre Poutrel,Academy of Natural Sciences,Member
M. Constant Prevost,Academy of Natural Sciences,Member
James Prinsep,Academy of Natural Sciences,Member
J. B. Quimby,Academy of Natural Sciences,Member
L'Abbate Camillo Ranzani,Academy of Natural Sciences,Member
John Randall,Academy of Natural Sciences,Member
Edmund Ravenel,Academy of Natural Sciences,Member
Henry S. Rennolds,Academy of Natural Sciences,Member
Matthew Rhea,Academy of Natural Sciences,Member
C. G. C. Reinwardt,Academy of Natural Sciences,Member
John L. Riddell,Academy of Natural Sciences,Member
William Riley,Academy of Natural Sciences,Member
M. Alexandre Ricord,Academy of Natural Sciences,Member
M. Philippe Ricord,Academy of Natural Sciences,Member
Mariano de Rivero,Academy of Natural Sciences,Member
M. J. A. Risso,Academy of Natural Sciences,Member
Robert H. Rose,Academy of Natural Sciences,Member
William B. Rodgers,Academy of Natural Sciences,Member
W. S. W. Ruschenberger,Academy of Natural Sciences,Member
Julius Rucco,Academy of Natural Sciences,Member
Edward Ruppel,Academy of Natural Sciences,Member
William Roxburgh,Academy of Natural Sciences,Member
Paolo Savi,Academy of Natural Sciences,Member
Don Ramon de la Sagra,Academy of Natural Sciences,Member
Lewis Saynisch,Academy of Natural Sciences,Member
M. Charles Von Schreibers,Academy of Natural Sciences,Member
Henry R. Schoolcraft,Academy of Natural Sciences,Member
Lewis David Von Schweinitz,Academy of Natural Sciences,Member
Andrew Scott,Academy of Natural Sciences,Member
M. Marcel de Serres,Academy of Natural Sciences,Member
James Sealy,Academy of Natural Sciences,Member
John Shannon,Academy of Natural Sciences,Member
Charles U. Sheppard,Academy of Natural Sciences,Member
Charles W. Short,Academy of Natural Sciences,Member
Howard Sims,Academy of Natural Sciences,Member
Benjamin Silliman,Academy of Natural Sciences,Member
William Southern,Academy of Natural Sciences,Member
Alexander H. Stevens,Academy of Natural Sciences,Member
Gaspard Comte de Sternberg,Academy of Natural Sciences,Member
Henry Steinhaur,Academy of Natural Sciences,Member
M. Henri Von Struve,Academy of Natural Sciences,Member
John Styles,Academy of Natural Sciences,Member
Charles Tail,Academy of Natural Sciences,Member
Richard C. Taylor,Academy of Natural Sciences,Member
Conrad Jacob Temminck,Academy of Natural Sciences,Member
E. Thomas,Academy of Natural Sciences,Member
William Thornton,Academy of Natural Sciences,Member
Joseph Tilden,Academy of Natural Sciences,Member
Allen Thompson,Academy of Natural Sciences,Member
John Torrey,Academy of Natural Sciences,Member
Joseph G. Totten,Academy of Natural Sciences,Member
B. Troost,Academy of Natural Sciences,Member
John Travers,Academy of Natural Sciences,Member
John S. Trescott,Academy of Natural Sciences,Member
Thomas Stewart Traill,Academy of Natural Sciences,Member
James Trimble,Academy of Natural Sciences,Member
Trinius,Academy of Natural Sciences,Member
John Turner,Academy of Natural Sciences,Member
Andrew Ure,Academy of Natural Sciences,Member
M. Vauquelin,Academy of Natural Sciences,Member
Don Jose Maria Vargas,Academy of Natural Sciences,Member
Stephen Van Rensselaer,Academy of Natural Sciences,Member
Jer. Van Rensselaer,Academy of Natural Sciences,Member
Philippe Louis Voltz,Academy of Natural Sciences,Member
Malthus A. Ward,Academy of Natural Sciences,Member
Samuel R. Wetherill,Academy of Natural Sciences,Member
C. R. G. Weidemann,Academy of Natural Sciences,Member
John W. Webster,Academy of Natural Sciences,Member
Joseph Wheelwright,Academy of Natural Sciences,Member
Charles J. Wister,Academy of Natural Sciences,Member
Adam Winthrop,Academy of Natural Sciences,Member
Maximilian,Academy of Natural Sciences,Member
Joseph Worth,Academy of Natural Sciences,Member
J. Wright,Academy of Natural Sciences,Member
Thomas J. Wray,Academy of Natural Sciences,Member
William Yarrell,Academy of Natural Sciences,Member
Chr. Zimmerman,Academy of Natural Sciences,Member
William Zollikoffer,Academy of Natural Sciences,Member
Thomas Bacon,American Philosophical Society,Member
Lynford Lardner,American Philosophical Society,Member
Arthur Lee,American Philosophical Society,Member
Francis L. Lee,American Philosophical Society,Member
Samuel Bowen,American Philosophical Society,Member
Richard Brooke,American Philosophical Society,Member
Landon Carter,American Philosophical Society,Member
Daniel Clark,American Philosophical Society,Member
Myles Cooper,American Philosophical Society,Member
John Jones,American Philosophical Society,Member
Carolus Linnaeus,American Philosophical Society,Member
John Lorimer,American Philosophical Society,Member
John M. Otto,American Philosophical Society,Member
Ebenezer Prime,American Philosophical Society,Member
Samuel Shoemaker,American Philosophical Society,Member
Earl William Alexander,American Philosophical Society,Member
Joel Bailey,American Philosophical Society,Member
Joseph Ellicott,American Philosophical Society,Member
James Ferguson,American Philosophical Society,Member
John Fothergill,American Philosophical Society,Member
Joseph Gilpin,American Philosophical Society,Member
George Guald,American Philosophical Society,Member
John David Hahn,American Philosophical Society,Member
John Morell,American Philosophical Society,Member
Edward Nairne,American Philosophical Society,Member
John Baynton,American Philosophical Society,Member
Henry Benbridge,American Philosophical Society,Member
Samuel Filsted,American Philosophical Society,Member
Archibald Gloucester,American Philosophical Society,Member
Henry Hill,American Philosophical Society,Member
James Lloyd,American Philosophical Society,Member
Frederick W. von Marschall,American Philosophical Society,Member
Nevil Maskelyne,American Philosophical Society,Member
Charles A. McCall,American Philosophical Society,Member
Samuel Preston Moore,American Philosophical Society,Member
Charles Morton,American Philosophical Society,Member
Joseph Otolenge,American Philosophical Society,Member
William Parr,American Philosophical Society,Member
Thomas Preston,American Philosophical Society,Member
Samuel Rhoads,American Philosophical Society,Member
Richard Thomas,American Philosophical Society,Member
Stephen Adye,American Philosophical Society,Member
Gerard Bancker,American Philosophical Society,Member
Daniel Coxe,American Philosophical Society,Member
Peter Dolland,American Philosophical Society,Member
Thomas Hutchins,American Philosophical Society,Member
Timothy Lane,American Philosophical Society,Member
Henry Laurens,American Philosophical Society,Member
Jesse Lukens,American Philosophical Society,Member
Arch McClean,American Philosophical Society,Member
George Milligan,American Philosophical Society,Member
John Montresor,American Philosophical Society,Member
Samuel Williams,American Philosophical Society,Member
Tobern Bergmann,American Philosophical Society,Member
Thomas Coombe,American Philosophical Society,Member
Baron von Timotheus M. Klingstadt,American Philosophical Society,Member
William Ludlam,American Philosophical Society,Member
Andrew Oliver,American Philosophical Society,Member
Jean B. Le Roy,American Philosophical Society,Member
Alexander Small,American Philosophical Society,Member
James Tilton,American Philosophical Society,Member
Nicholas Way,American Philosophical Society,Member
James Bringhurst,American Philosophical Society,Member
William Bryant,American Philosophical Society,Member
Sharp Delany,American Philosophical Society,Member
Andrew Duncan,American Philosophical Society,Member
Bryan Edwards,American Philosophical Society,Member
John Ellis,American Philosophical Society,Member
Jonathan Elmer,American Philosophical Society,Member
George Gauld,American Philosophical Society,Member
John Jones,American Philosophical Society,Member
Walter Jones,American Philosophical Society,Member
James McClurg,American Philosophical Society,Member
Samuel More,American Philosophical Society,Member
Benjamin Morgan,American Philosophical Society,Member
Thomas Parke,American Philosophical Society,Member
John Perkins,American Philosophical Society,Member
Bernard Romans,American Philosophical Society,Member
Lord Mahon Charles Stanhope,American Philosophical Society,Member
Lord Mahon Philips Stanhope,American Philosophical Society,Member
William Wright,American Philosophical Society,Member
Charles Adams,American Philosophical Society,Member
Jacques Barbeu-Dubourg,American Philosophical Society,Member
Marquis de M.J.A.N. Caritat Condorcet,American Philosophical Society,Member
Louis J.M. Daubenton,American Philosophical Society,Member
Fortunatus Dwarris,American Philosophical Society,Member
Thomas Gibbons,American Philosophical Society,Member
Samuel Holland,American Philosophical Society,Member
Antoine L. Lavoisier,American Philosophical Society,Member
Pierre J. Macquer,American Philosophical Society,Member
Benjamin Moseley,American Philosophical Society,Member
Guillaume T. F. Raynall,American Philosophical Society,Member
Le Roux,American Philosophical Society,Member
Jean F. Rozier,American Philosophical Society,Member
George Duffield,American Philosophical Society,Member
James Hutchinson,American Philosophical Society,Member
Charles Pettit,American Philosophical Society,Member
Conrad A. Gerard de Rayneval,American Philosophical Society,Member
Jean-Joseph Sue,American Philosophical Society,Member
John Adams,American Philosophical Society,Member
Marquis de Francois Barbe-Marbois,American Philosophical Society,Member
William Brown,American Philosophical Society,Member
William Carmichael,American Philosophical Society,Member
Arthur St. Clair,American Philosophical Society,Member
Robert Erskine,American Philosophical Society,Member
William Grayson,American Philosophical Society,Member
Alexander Hamilton,American Philosophical Society,Member
William C. Houston,American Philosophical Society,Member
John Jay,American Philosophical Society,Member
Thomas Jefferson,American Philosophical Society,Member
J.C. Kunze,American Philosophical Society,Member
John Laurens,American Philosophical Society,Member
Anne C. de la Luaerne,American Philosophical Society,Member
Rev. James Madison,American Philosophical Society,Member
Timothy Matlack,American Philosophical Society,Member
Baron Friedrich W. von Steuben,American Philosophical Society,Member
Jean-Baptiste Ternant,American Philosophical Society,Member
Charles Vallancey,American Philosophical Society,Member
George Washington,American Philosophical Society,Member
Anthony Wayne,American Philosophical Society,Member
Thomas Bee,American Philosophical Society,Member
Marquis de Francois J. Chastellux,American Philosophical Society,Member
Isaac Gray,American Philosophical Society,Member
Ebenezer Hazard,American Philosophical Society,Member
Jared Ingersoll,American Philosophical Society,Member
Marquis de Motier Theodore Lafayette,American Philosophical Society,Member
Hugh Shiell,American Philosophical Society,Member
Chevalier d' Charles F.A. Le Paulmier Annemours,American Philosophical Society,Member
John Beale Bordley,American Philosophical Society,Member
Jean F. Coste,American Philosophical Society,Member
Robert Davidson,American Philosophical Society,Member
Felice Fontana,American Philosophical Society,Member
Antoine Court de Gebilin,American Philosophical Society,Member
Samuel Huntingdon,American Philosophical Society,Member
Robert M. Patterson,American Philosophical Society,Member
Comte Charles C. Labillarderie Angivillier,American Philosophical Society,Member
Jeremy Belknap,American Philosophical Society,Member
Peter J. Van Berckel,American Philosophical Society,Member
Barnabas Binney,American Philosophical Society,Member
Robert Blackwell,American Philosophical Society,Member
Fred F.S. de Brahm,American Philosophical Society,Member
Pedro Rodriguez Campomanes,American Philosophical Society,Member
John Dunlap,American Philosophical Society,Member
John Foulke,American Philosophical Society,Member
George Fox,American Philosophical Society,Member
Arch Gamble,American Philosophical Society,Member
George Gray,American Philosophical Society,Member
J.H.C. Helmuth,American Philosophical Society,Member
Thomas Heyward,American Philosophical Society,Member
Rev. Samuel Magaw,American Philosophical Society,Member
John H. de Magellan,American Philosophical Society,Member
Jonathan D. Sergeant,American Philosophical Society,Member
James Six,American Philosophical Society,Member
John Vaughan,American Philosophical Society,Member
Samuel Vaughan,American Philosophical Society,Member
Comte de Charles G. Vergennes,American Philosophical Society,Member
Frederick E.F. Bertholff,American Philosophical Society,Member
Comte de Luc Urbain du Bouexic,American Philosophical Society,Member
William Bradford,American Philosophical Society,Member
Edward Burd,American Philosophical Society,Member
John Carson,American Philosophical Society,Member
Adair Crawford,American Philosophical Society,Member
Manasseh Cutler,American Philosophical Society,Member
Andrew Ellicott,American Philosophical Society,Member
Samuel Powel Griffiths,American Philosophical Society,Member
Samuel G. Hermelin,American Philosophical Society,Member
Sir William Herschel,American Philosophical Society,Member
Hugh James,American Philosophical Society,Member
Thaddeus Kosciusko,American Philosophical Society,Member
James Madison,American Philosophical Society,Member
Joseph Mandrillion,American Philosophical Society,Member
James McHenry,American Philosophical Society,Member
Christian F. Michailis,American Philosophical Society,Member
Henry E. Muhlenberg,American Philosophical Society,Member
Mann Page,American Philosophical Society,Member
Thomas Paine,American Philosophical Society,Member
William Parker,American Philosophical Society,Member
Robert Perceval,American Philosophical Society,Member
Richard Price,American Philosophical Society,Member
Joseph Priestley,American Philosophical Society,Member
Samuel S. Smith,American Philosophical Society,Member
Jean-Baptiste Sue,American Philosophical Society,Member
George Wall,American Philosophical Society,Member
Benjamin Workman,American Philosophical Society,Member
James Beattie,American Philosophical Society,Member
Pierre J.G. Cabanis,American Philosophical Society,Member
Conte Luigi Castiglioni,American Philosophical Society,Member
Jacques A.C. Charles,American Philosophical Society,Member
George Clymer,American Philosophical Society,Member
Lorenz Crell,American Philosophical Society,Member
Benjamin Duffield,American Philosophical Society,Member
Aime A.J. Feutry,American Philosophical Society,Member
William Temple Franklin,American Philosophical Society,Member
Thibert Garbier,American Philosophical Society,Member
Rene G. Gastelier,American Philosophical Society,Member
Granchain,American Philosophical Society,Member
Guillaume Grivel,American Philosophical Society,Member
Thomas Henry,American Philosophical Society,Member
Jonathan Hoge,American Philosophical Society,Member
Jan Ingenhousz,American Philosophical Society,Member
John Andrews,American Philosophical Society,Member
Richard Kirwan,American Philosophical Society,Member
John Morris,American Philosophical Society,Member
Robert Morris,American Philosophical Society,Member
Nicolas Noel,American Philosophical Society,Member
Charles Willson Peale,American Philosophical Society,Member
Thomas Percival,American Philosophical Society,Member
Robert E. Pine,American Philosophical Society,Member
William Rawle,American Philosophical Society,Member
Duc de Louis A. La Rochefoucauld d'Enville,American Philosophical Society,Member
Julien D. Le Roy,American Philosophical Society,Member
Jean L.G. Soulavie,American Philosophical Society,Member
Benjamin Vaughan,American Philosophical Society,Member
Samuel Vaughan,American Philosophical Society,Member
Louis G. Le Veillard,American Philosophical Society,Member
Charles H. Wharton,American Philosophical Society,Member
John Whitehurst,American Philosophical Society,Member
William Baker,American Philosophical Society,Member
Sir Joseph Banks,American Philosophical Society,Member
Robert Barclay,American Philosophical Society,Member
Thomas Barnes,American Philosophical Society,Member
William Barton,American Philosophical Society,Member
John Bayard,American Philosophical Society,Member
William Bingham,American Philosophical Society,Member
James Bowdoin,American Philosophical Society,Member
Louis C. Cadet-Gassicourt,American Philosophical Society,Member
Benjamin Chew,American Philosophical Society,Member
Isaac Craig,American Philosophical Society,Member
Enoch Edwards,American Philosophical Society,Member
John Hunter,American Philosophical Society,Member
Joseph James,American Philosophical Society,Member
Francis Johnston,American Philosophical Society,Member
John Johnston,American Philosophical Society,Member
Charles Lennox,American Philosophical Society,Member
John Coakley Lettsom,American Philosophical Society,Member
Hon. John Lowell,American Philosophical Society,Member
Robert Milligan,American Philosophical Society,Member
Sir Edward Newenham,American Philosophical Society,Member
Comte Louis G. Otto,American Philosophical Society,Member
John R.B. Rodgers,American Philosophical Society,Member
Thomas Ruston,American Philosophical Society,Member
William W. Smith,American Philosophical Society,Member
George Spence,American Philosophical Society,Member
William Thornton,American Philosophical Society,Member
George Vaux,American Philosophical Society,Member
Antoine A.F. Cadet de Vaux,American Philosophical Society,Member
Thomas White,American Philosophical Society,Member
Jonathan Williams,American Philosophical Society,Member
Caspar Wistar,American Philosophical Society,Member
Simeon De Witt,American Philosophical Society,Member
Burgiss Allison,American Philosophical Society,Member
Charles Arthaud,American Philosophical Society,Member
Benjamin Smith Barton,American Philosophical Society,Member
Samuel Beach,American Philosophical Society,Member
Sir Charles Blagden,American Philosophical Society,Member
John Bleakley,American Philosophical Society,Member
David Brearly,American Philosophical Society,Member
Jean P. Brissot,American Philosophical Society,Member
George Buchanan,American Philosophical Society,Member
Pieter Camper,American Philosophical Society,Member
Nicholas Collin,American Philosophical Society,Member
John Cox,American Philosophical Society,Member
Michel G. St. J. de Crevecoeur,American Philosophical Society,Member
Princess Catherine Ekaterina Dashkova,American Philosophical Society,Member
William Findley,American Philosophical Society,Member
Jos. M. de Flores,American Philosophical Society,Member
Diego de Gardoqui,American Philosophical Society,Member
Francis de Gardoqui,American Philosophical Society,Member
Peter Le Gaux,American Philosophical Society,Member
Ashbel Green,American Philosophical Society,Member
Friedrich A. von Heintz,American Philosophical Society,Member
Joshua Humphreys,American Philosophical Society,Member
Walter Minto,American Philosophical Society,Member
George Monroe,American Philosophical Society,Member
Mekeric L.E. Moreau,American Philosophical Society,Member
William Paterson,American Philosophical Society,Member
C.C. Pinckney,American Philosophical Society,Member
Thomas Pole,American Philosophical Society,Member
David Redick,American Philosophical Society,Member
Benjamin Rittenhouse,American Philosophical Society,Member
James Rumsey,American Philosophical Society,Member
Winthrop Sargent,American Philosophical Society,Member
Franz A. Steinsky,American Philosophical Society,Member
John Stevens,American Philosophical Society,Member
Charles Stuart,American Philosophical Society,Member
James Wilkinson,American Philosophical Society,Member
John Witherspoon,American Philosophical Society,Member
Baron J.W.K.A. Hupsch von Lontxen,American Philosophical Society,Member
Anders Sparman,American Philosophical Society,Member
George Turner,American Philosophical Society,Member
John Walker,American Philosophical Society,Member
Caleb Whitefoord,American Philosophical Society,Member
Alexander Addison,American Philosophical Society,Member
Alexander Anderson,American Philosophical Society,Member
Absalom Baird,American Philosophical Society,Member
John Beckley,American Philosophical Society,Member
Nicholas L. Burmann,American Philosophical Society,Member
Alexander J. Dallas,American Philosophical Society,Member
William Ferguson,American Philosophical Society,Member
Albert Gallatin,American Philosophical Society,Member
Benjamin Gloxin,American Philosophical Society,Member
Robert Goldsbourough,American Philosophical Society,Member
John G. Grosche,American Philosophical Society,Member
John Hoge,American Philosophical Society,Member
James Anderson,American Philosophical Society,Member
Henry Knox,American Philosophical Society,Member
John Luzac,American Philosophical Society,Member
S.L. Mitchell,American Philosophical Society,Member
Johann A. Murray,American Philosophical Society,Member
John Nicholson,American Philosophical Society,Member
Peter S. Pallas,American Philosophical Society,Member
John Penington,American Philosophical Society,Member
Thomas Pennant,American Philosophical Society,Member
Peter S. Du Ponceau,American Philosophical Society,Member
Edmund Randolph,American Philosophical Society,Member
Andrew Ross,American Philosophical Society,Member
James Ross,American Philosophical Society,Member
John Smilie,American Philosophical Society,Member
Dugald Stewart,American Philosophical Society,Member
Karl P. Thunberg,American Philosophical Society,Member
Benjamin Waterhouse,American Philosophical Society,Member
Richard P. Barton,American Philosophical Society,Member
Guiseppe Ceracchi,American Philosophical Society,Member
William Currie,American Philosophical Society,Member
Erasmus Darwin,American Philosophical Society,Member
Comte de Antoine R.C.M. La Forest,American Philosophical Society,Member
Anthony Fothergill,American Philosophical Society,Member
David Jackson,American Philosophical Society,Member
John Page,American Philosophical Society,Member
Baron de Ambroise M.F.J. Palisot,American Philosophical Society,Member
Conte Paolo Andreani,American Philosophical Society,Member
John Rouelle,American Philosophical Society,Member
William Smith,American Philosophical Society,Member
Uvo van Troil,American Philosophical Society,Member
John Trumbull,American Philosophical Society,Member
Rodolph Valltravers,American Philosophical Society,Member
Nicholas B. Waters,American Philosophical Society,Member
Andre F. de Coupigny,American Philosophical Society,Member
J. Reinhold Forster,American Philosophical Society,Member
George Logan,American Philosophical Society,Member
John W. Lottera,American Philosophical Society,Member
David Nassy,American Philosophical Society,Member
Thomas L. Shippen,American Philosophical Society,Member
Louis Valentin,American Philosophical Society,Member
William Waring,American Philosophical Society,Member
David S. Erskine,American Philosophical Society,Member
James Greenway,American Philosophical Society,Member
James Anderson,American Philosophical Society,Member
John Nancarrow,American Philosophical Society,Member
Gustaf von Carleson,American Philosophical Society,Member
Archibald Cochrane,American Philosophical Society,Member
Robert Leslie,American Philosophical Society,Member
Val Melscheimer,American Philosophical Society,Member
Tim Pickering,American Philosophical Society,Member
Samuel Wheeler,American Philosophical Society,Member
Rev. James Abercrombie,American Philosophical Society,Member
Pierre A. Adet,American Philosophical Society,Member
Nathaniel B. Bedford,American Philosophical Society,Member
Isaac Briggs,American Philosophical Society,Member
Charles Caldwell,American Philosophical Society,Member
Dr. Isaac Cathrall,American Philosophical Society,Member
F.H. Le Comte,American Philosophical Society,Member
Tench Coxe,American Philosophical Society,Member
Joanne B. Cunat,American Philosophical Society,Member
Jean Deveze,American Philosophical Society,Member
Louis E. Duhail,American Philosophical Society,Member
Cypriano R. Friere,American Philosophical Society,Member
Jacques M. le F. de Grandpre,American Philosophical Society,Member
Hugh Hodge,American Philosophical Society,Member
Jose de Jaudences,American Philosophical Society,Member
J.F. Mifflin,American Philosophical Society,Member
William D. Peck,American Philosophical Society,Member
Francois A.F. de la Rochefoucauld-Liancourt,American Philosophical Society,Member
Sir James E. Smith,American Philosophical Society,Member
Charles M. de Talleyrand-Perigord,American Philosophical Society,Member
Luis de Urbina,American Philosophical Society,Member
James Woodhouse,American Philosophical Society,Member
William Bache,American Philosophical Society,Member
Samuel Blair,American Philosophical Society,Member
John Guillemard,American Philosophical Society,Member
William Hamilton,American Philosophical Society,Member
John Heckewilder,American Philosophical Society,Member
