Name,Organization,Status
A. M. Meyers,American Association for the Advancement of Science,Member
M. J. Michelotti,American Association for the Advancement of Science,Member
J. W. Mighels,American Association for the Advancement of Science,Member
Francis T. Miles,American Association for the Advancement of Science,Member
Henry H. Miles,American Association for the Advancement of Science,Member
G. M. Millar,American Association for the Advancement of Science,Member
H. B. Miller,American Association for the Advancement of Science,Member
Samuel Miller,American Association for the Advancement of Science,Member
William A. Miller,American Association for the Advancement of Science,Member
John Millington,American Association for the Advancement of Science,Member
B. F. Mills,American Association for the Advancement of Science,Member
Charles C. Mills,American Association for the Advancement of Science,Member
William Minifie,American Association for the Advancement of Science,Member
Elisha Mitchell,American Association for the Advancement of Science,Member
Henry Mitchell,American Association for the Advancement of Science,Member
J. B. Mitchell,American Association for the Advancement of Science,Member
John Kearsley Mitchell,American Association for the Advancement of Science,Member
Maria Mitchell,American Association for the Advancement of Science,Member
J. F. G. Mittag,American Association for the Advancement of Science,Member
A. G. Moffat,American Association for the Advancement of Science,Member
George Moffatt,American Association for the Advancement of Science,Member
J. O. Moffatt,American Association for the Advancement of Science,Member
J. Molinard,American Association for the Advancement of Science,Member
Charles J. E. Mondelet,American Association for the Advancement of Science,Member
Nathan Monroe,American Association for the Advancement of Science,Member
Alfred Monson,American Association for the Advancement of Science,Member
Theodore L. Montague,American Association for the Advancement of Science,Member
Hugh E. Montgomerie,American Association for the Advancement of Science,Member
L. A.  Moody,American Association for the Advancement of Science,Member
George Henry Moore,American Association for the Advancement of Science,Member
Thomas V. Moore,American Association for the Advancement of Science,Member
William D. Morange,American Association for the Advancement of Science,Member
Alfred Mordecai,American Association for the Advancement of Science,Member
Campbell Morfit,American Association for the Advancement of Science,Member
DeWitt C. Morgan,American Association for the Advancement of Science,Member
Dewitt Morris,American Association for the Advancement of Science,Member
J. R. Morris,American Association for the Advancement of Science,Member
Margaretta H. Morris,American Association for the Advancement of Science,Member
Benjamin F. Morrison,American Association for the Advancement of Science,Member
R. G. Morrow,American Association for the Advancement of Science,Member
Charles M. Morse,American Association for the Advancement of Science,Member
M. L. Morse,American Association for the Advancement of Science,Member
Sketchley Morton,American Association for the Advancement of Science,Member
Theodore F. Moss,American Association for the Advancement of Science,Member
William L. Moultrie,American Association for the Advancement of Science,Member
Oliver Mowat,American Association for the Advancement of Science,Member
George Gourdy Munger,American Association for the Advancement of Science,Member
William Munro,American Association for the Advancement of Science,Member
Nathan Munroe,American Association for the Advancement of Science,Member
Joel Munsell,American Association for the Advancement of Science,Member
Charles N. Murdock,American Association for the Advancement of Science,Member
John Murdock,American Association for the Advancement of Science,Member
Edward Murphy,American Association for the Advancement of Science,Member
John W. Murphy,American Association for the Advancement of Science,Member
Alexander Murphy,American Association for the Advancement of Science,Member
David Murray,American Association for the Advancement of Science,Member
D. Mussey,American Association for the Advancement of Science,Member
Reuben Dimond Mussey,American Association for the Advancement of Science,Member
Thomas Dent Mutter,American Association for the Advancement of Science,Member
John Muzzey,American Association for the Advancement of Science,Member
Gustavus A. Myers,American Association for the Advancement of Science,Member
John Adama Nash,American Association for the Advancement of Science,Member
Elias Nason,American Association for the Advancement of Science,Member
Henry Bradford Nason,American Association for the Advancement of Science,Member
J. Y. Nault,American Association for the Advancement of Science,Member
Samuel Sobieske Nelles,American Association for the Advancement of Science,Member
Cleland K. Nelson,American Association for the Advancement of Science,Member
J. P. Nelson,American Association for the Advancement of Science,Member
Samuel Newberry,American Association for the Advancement of Science,Member
Wesley Newcomb,American Association for the Advancement of Science,Member
William Augustus Newell,American Association for the Advancement of Science,Member
John Newell,American Association for the Advancement of Science,Member
(Dr.) Newman,American Association for the Advancement of Science,Member
Ephriam Newton,American Association for the Advancement of Science,Member
john Newton,American Association for the Advancement of Science,Member
(prof.) Nichols,American Association for the Advancement of Science,Member
Andrew Nichols,American Association for the Advancement of Science,Member
James Robinson Nichols,American Association for the Advancement of Science,Member
John A. Nichols,American Association for the Advancement of Science,Member
Joseph Nicolas Nicollet,American Association for the Advancement of Science,Member
W. W. Niles,American Association for the Advancement of Science,Member
(Capt.) Noble,American Association for the Advancement of Science,Member
George A. Nolen,American Association for the Advancement of Science,Member
Edward North,American Association for the Advancement of Science,Member
Richard H. Northrop,American Association for the Advancement of Science,Member
Edward Norton,American Association for the Advancement of Science,Member
Hiram Norton,American Association for the Advancement of Science,Member
Joseph Granville Norwood,American Association for the Advancement of Science,Member
William Oakes,American Association for the Advancement of Science,Member
Edmund Bailey O'Callaghan,American Association for the Advancement of Science,Member
John C. Oeland,American Association for the Advancement of Science,Member
T. L. Ogier,American Association for the Advancement of Science,Member
Abraham H. Okie,American Association for the Advancement of Science,Member
Thomas W. Olcott,American Association for the Advancement of Science,Member
Charles O'Leary,American Association for the Advancement of Science,Member
James Edward Oliver,American Association for the Advancement of Science,Member
Charles Hyde Olmstead,American Association for the Advancement of Science,Member
"Denison Olmstead, Jr.",American Association for the Advancement of Science,Member
Lemuel G. Olmstead,American Association for the Advancement of Science,Member
Stephen Thayer Olney,American Association for the Advancement of Science,Member
George Opdyke,American Association for the Advancement of Science,Member
John Morse Ordway,American Association for the Advancement of Science,Member
William Ormiston,American Association for the Advancement of Science,Member
Joseph U. Orvis,American Association for the Advancement of Science,Member
Henry Stafford Osborn,American Association for the Advancement of Science,Member
E. Osborne,American Association for the Advancement of Science,Member
Samuel Osgood,American Association for the Advancement of Science,Member
Carl R. R. Osten Sacken,American Association for the Advancement of Science,Member
George Alexander Otis,American Association for the Advancement of Science,Member
Richard Owen,American Association for the Advancement of Science,Member
Robert Dale Owen,American Association for the Advancement of Science,Member
Cyrus F. Paine,American Association for the Advancement of Science,Member
H. D. Paine,American Association for the Advancement of Science,Member
Robert Treat Paine,American Association for the Advancement of Science,Member
Minshall Painter,American Association for the Advancement of Science,Member
Aaron A. Palmer,American Association for the Advancement of Science,Member
Alonzo Benjamin Palmer,American Association for the Advancement of Science,Member
Charles H. Palmer,American Association for the Advancement of Science,Member
H. C. A. Paradis,American Association for the Advancement of Science,Member
Amasa Junius Parker,American Association for the Advancement of Science,Member
Charles Parker,American Association for the Advancement of Science,Member
Henry E. Parker,American Association for the Advancement of Science,Member
William Henry Parker,American Association for the Advancement of Science,Member
Samuel Parkman,American Association for the Advancement of Science,Member
Charles William Parsons,American Association for the Advancement of Science,Member
Theophilus Parsons,American Association for the Advancement of Science,Member
Usher Parsons,American Association for the Advancement of Science,Member
Theodore Sutton Parvin,American Association for the Advancement of Science,Member
George Paton,American Association for the Advancement of Science,Member
John Paton,American Association for the Advancement of Science,Member
D. Patten,American Association for the Advancement of Science,Member
James Willis Patterson,American Association for the Advancement of Science,Member
Henry B. Payne,American Association for the Advancement of Science,Member
Francis Peabody,American Association for the Advancement of Science,Member
Titian Ramsay Peale,American Association for the Advancement of Science,Member
Jonathan Pearson,American Association for the Advancement of Science,Member
G. W. Peck,American Association for the Advancement of Science,Member
William G. Peck,American Association for the Advancement of Science,Member
Fenner Harris Peckham,American Association for the Advancement of Science,Member
Harvey Prince Peet,American Association for the Advancement of Science,Member
David S. Peirce,American Association for the Advancement of Science,Member
James Mills Peirce,American Association for the Advancement of Science,Member
John G. Pendergast,American Association for the Advancement of Science,Member
A. G. Pendleton,American Association for the Advancement of Science,Member
Edmund Monroe Pendleton,American Association for the Advancement of Science,Member
James Gates Percival,American Association for the Advancement of Science,Member
Henry Colt Perkins,American Association for the Advancement of Science,Member
James Amory Perkins,American Association for the Advancement of Science,Member
Justin Perkins,American Association for the Advancement of Science,Member
Louis Perkins,American Association for the Advancement of Science,Member
Aaron F. Perry,American Association for the Advancement of Science,Member
Horace Perry,American Association for the Advancement of Science,Member
Matthew Calbraith Perry,American Association for the Advancement of Science,Member
Almira H. L. Phelps,American Association for the Advancement of Science,Member
Charles Edward Phelps,American Association for the Advancement of Science,Member
Edward Elisha Phelps,American Association for the Advancement of Science,Member
Philip Phelps,American Association for the Advancement of Science,Member
S. L. Phelps,American Association for the Advancement of Science,Member
William Franklin Phelps,American Association for the Advancement of Science,Member
William Phillips,American Association for the Advancement of Science,Member
Charles Pickering,American Association for the Advancement of Science,Member
William F. Pierce,American Association for the Advancement of Science,Member
Henry Evelyn Pierrepont,American Association for the Advancement of Science,Member
Zina Pitcher,American Association for the Advancement of Science,Member
Benn Piyman,American Association for the Advancement of Science,Member
I. C. Plant,American Association for the Advancement of Science,Member
Thomas S. Pleasants,American Association for the Advancement of Science,Member
Ovid Plumb,American Association for the Advancement of Science,Member
Henry Pohlman,American Association for the Advancement of Science,Member
Charles Alexander Pope,American Association for the Advancement of Science,Member
Francis Peyre Porcher,American Association for the Advancement of Science,Member
Frederick Adolphus Porcher,American Association for the Advancement of Science,Member
Benjamin Rickling Porter,American Association for the Advancement of Science,Member
Charles Hogeboom Porter,American Association for the Advancement of Science,Member
Edward D. Porter,American Association for the Advancement of Science,Member
John Addison Porter,American Association for the Advancement of Science,Member
Noah Porter,American Association for the Advancement of Science,Member
Samuel D. Porter,American Association for the Advancement of Science,Member
Thomas Conrad Porter,American Association for the Advancement of Science,Member
Elisha Reynolds Potter,American Association for the Advancement of Science,Member
H. B. Potter,American Association for the Advancement of Science,Member
Charles A. Poulson,American Association for the Advancement of Science,Member
Robert L. Powell,American Association for the Advancement of Science,Member
Samuel Powell,American Association for the Advancement of Science,Member
Albert E. Powers,American Association for the Advancement of Science,Member
J. D. Pratt,American Association for the Advancement of Science,Member
Ezra P. Prentice,American Association for the Advancement of Science,Member
William Prescott,American Association for the Advancement of Science,Member
J. A. Priest,American Association for the Advancement of Science,Member
William Robert Prince,American Association for the Advancement of Science,Member
Thomas Prioleau,American Association for the Advancement of Science,Member
Henry Probasco,American Association for the Advancement of Science,Member
Hiram Augustus Prout,American Association for the Advancement of Science,Member
John V. L. Pruyn,American Association for the Advancement of Science,Member
Robert Hewson Pruyn,American Association for the Advancement of Science,Member
John Hippolyt Pulte,American Association for the Advancement of Science,Member
John Baptist Purcell,American Association for the Advancement of Science,Member
Allen Putnam,American Association for the Advancement of Science,Member
Benjamin Pybos,American Association for the Advancement of Science,Member
Thomas Ruggles Pynchon,American Association for the Advancement of Science,Member
Edmund Quincy,American Association for the Advancement of Science,Member
J. Rachmaninow,American Association for the Advancement of Science,Member
J. K. Ramsay,American Association for the Advancement of Science,Member
Samuel Sidwell Randall,American Association for the Advancement of Science,Member
John Randell,American Association for the Advancement of Science,Member
Robert Gozman Rankin,American Association for the Advancement of Science,Member
John Henry Rauch,American Association for the Advancement of Science,Member
Edmund Ravenel,American Association for the Advancement of Science,Member
H. Ravenel,American Association for the Advancement of Science,Member
Isaac Ray,American Association for the Advancement of Science,Member
Charles H. Raymond,American Association for the Advancement of Science,Member
D. B. Read,American Association for the Advancement of Science,Member
Matthew C. Read,American Association for the Advancement of Science,Member
Charles B. Redfield,American Association for the Advancement of Science,Member
John Howard Redfield,American Association for the Advancement of Science,Member
Lyman Reed,American Association for the Advancement of Science,Member
Lewis Rehfus,American Association for the Advancement of Science,Member
William Wharry Reid,American Association for the Advancement of Science,Member
Alexander N. Rennie,American Association for the Advancement of Science,Member
James Renwich,American Association for the Advancement of Science,Member
Jacob Resor,American Association for the Advancement of Science,Member
Levi Reuben,American Association for the Advancement of Science,Member
William Jones Rhees,American Association for the Advancement of Science,Member
James Rhett,American Association for the Advancement of Science,Member
Clinton Rice,American Association for the Advancement of Science,Member
DeWitt C. Rice,American Association for the Advancement of Science,Member
Henry Rice,American Association for the Advancement of Science,Member
Nathan Lewis Rice,American Association for the Advancement of Science,Member
W. A. Rice,American Association for the Advancement of Science,Member
Newton Richards,American Association for the Advancement of Science,Member
William Carey  Richards,American Association for the Advancement of Science,Member
Zalmon Richards,American Association for the Advancement of Science,Member
Horace Richardson,American Association for the Advancement of Science,Member
A. B. Richmond,American Association for the Advancement of Science,Member
William Pitt Riddell,American Association for the Advancement of Science,Member
(Lt.) Riell,American Association for the Advancement of Science,Member
Hezekiah W. Ripley,American Association for the Advancement of Science,Member
Algernon S. Roberts,American Association for the Advancement of Science,Member
William Minor Roberts,American Association for the Advancement of Science,Member
F. M. Roberts,American Association for the Advancement of Science,Member
Thomas D. Robertson,American Association for the Advancement of Science,Member
W. H. C. Robertson,American Association for the Advancement of Science,Member
George C. Robinson,American Association for the Advancement of Science,Member
Horatio Nelson Robinson,American Association for the Advancement of Science,Member
J. R. Robinson,American Association for the Advancement of Science,Member
W. B. Robinson,American Association for the Advancement of Science,Member
Alfred P. Rockwell,American Association for the Advancement of Science,Member
John Rockwell,American Association for the Advancement of Science,Member
John Arnold Rockwell,American Association for the Advancement of Science,Member
William Mitchell Rodman,American Association for the Advancement of Science,Member
Frederick Roemer,American Association for the Advancement of Science,Member
Fairman Rogers,American Association for the Advancement of Science,Member
Samuel Towner Rogers,American Association for the Advancement of Science,Member
William Rogers,American Association for the Advancement of Science,Member
Martin R. Roome,American Association for the Advancement of Science,Member
Oren Root,American Association for the Advancement of Science,Member
Henry Rose,American Association for the Advancement of Science,Member
Alexander Coffman Ross,American Association for the Advancement of Science,Member
George R. Rosseter,American Association for the Advancement of Science,Member
Andrew Roulston,American Association for the Advancement of Science,Member
Henry Rousseau,American Association for the Advancement of Science,Member
Euclide Roy,American Association for the Advancement of Science,Member
Edmund Ruffin,American Association for the Advancement of Science,Member
Daniel Ruggles,American Association for the Advancement of Science,Member
William Ruggles,American Association for the Advancement of Science,Member
William S. W. Ruschenberger,American Association for the Advancement of Science,Member
Andrew Russell,American Association for the Advancement of Science,Member
Archibald Russell,American Association for the Advancement of Science,Member
John Lewis Russell,American Association for the Advancement of Science,Member
Lewis Morris Rutherford,American Association for the Advancement of Science,Member
Allan Ruttan,American Association for the Advancement of Science,Member
Thomas Ryan,American Association for the Advancement of Science,Member
E. Ryerson,American Association for the Advancement of Science,Member
Abraham Sager,American Association for the Advancement of Science,Member
Edward Elbridge Salisbury,American Association for the Advancement of Science,Member
Francis G. Sanborn,American Association for the Advancement of Science,Member
J. Milton Sanders,American Association for the Advancement of Science,Member
J. E. Sanderson,American Association for the Advancement of Science,Member
Samuel Sands,American Association for the Advancement of Science,Member
Richard R. Sanford,American Association for the Advancement of Science,Member
W. W. Sanger,American Association for the Advancement of Science,Member
Rufus Sargent,American Association for the Advancement of Science,Member
Thomas Stoughton Savage,American Association for the Advancement of Science,Member
Henry Martyn Saville,American Association for the Advancement of Science,Member
A. W. Sawyer,American Association for the Advancement of Science,Member
Lewis Saynisch,American Association for the Advancement of Science,Member
George Scarborough,American Association for the Advancement of Science,Member
Peter W. Schaeffer,American Association for the Advancement of Science,Member
Philip Schaff,American Association for the Advancement of Science,Member
John Stillwell Schanck,American Association for the Advancement of Science,Member
Philip Lutley Schlater,American Association for the Advancement of Science,Member
Alexander Schnee,American Association for the Advancement of Science,Member
Isaac Scholfield,American Association for the Advancement of Science,Member
Henry Rowe Schoolcraft,American Association for the Advancement of Science,Member
John Schoville,American Association for the Advancement of Science,Member
Francis Schreiner,American Association for the Advancement of Science,Member
John Witherspoon Scott,American Association for the Advancement of Science,Member
Joseph Scott,American Association for the Advancement of Science,Member
William Scott,American Association for the Advancement of Science,Member
T. P. Scriven,American Association for the Advancement of Science,Member
Samuel Hubbard Scudder,American Association for the Advancement of Science,Member
Phillip Howes Sears,American Association for the Advancement of Science,Member
William A. Seely,American Association for the Advancement of Science,Member
Charles A. Seely,American Association for the Advancement of Science,Member
George M. Selden,American Association for the Advancement of Science,Member
Silas Richards Selden,American Association for the Advancement of Science,Member
George Escol Sellers,American Association for the Advancement of Science,Member
Christopher D. Seropyan,American Association for the Advancement of Science,Member
John Sessions,American Association for the Advancement of Science,Member
Benedict Sestini,American Association for the Advancement of Science,Member
William Henry Seward,American Association for the Advancement of Science,Member
Henry Seybert,American Association for the Advancement of Science,Member
M. H. Seymour,American Association for the Advancement of Science,Member
Peter Wenrich Shaeffer,American Association for the Advancement of Science,Member
David H. Shaffer,American Association for the Advancement of Science,Member
Nathaniel Burger Shaler,American Association for the Advancement of Science,Member
J. D. Shane,American Association for the Advancement of Science,Member
George Shattuck,American Association for the Advancement of Science,Member
Edward Shaw,American Association for the Advancement of Science,Member
James Shaw,American Association for the Advancement of Science,Member
D. H. Sheldon,American Association for the Advancement of Science,Member
D. S. Sheldon,American Association for the Advancement of Science,Member
E. E. Sheldon,American Association for the Advancement of Science,Member
G. C. Shepard,American Association for the Advancement of Science,Member
J. Avery Shepard,American Association for the Advancement of Science,Member
Perkins Shepard,American Association for the Advancement of Science,Member
Thomas Perkins Shepard,American Association for the Advancement of Science,Member
William Sheppard,American Association for the Advancement of Science,Member
S. S. Sherman,American Association for the Advancement of Science,Member
Thomas Sherwin,American Association for the Advancement of Science,Member
William Shippen,American Association for the Advancement of Science,Member
Charles Wilkins Short,American Association for the Advancement of Science,Member
Samuel L. Shortwell,American Association for the Advancement of Science,Member
Nathaniel Bradstreet Shurtleff,American Association for the Advancement of Science,Member
Solomon Sias,American Association for the Advancement of Science,Member
Horace Silisby,American Association for the Advancement of Science,Member
Elisha Noyes Sill,American Association for the Advancement of Science,Member
Daniel Simmons,American Association for the Advancement of Science,Member
Eugene Sismonda,American Association for the Advancement of Science,Member
Avery J. Skilton,American Association for the Advancement of Science,Member
A. W. Skinner,American Association for the Advancement of Science,Member
George W. Skinner,American Association for the Advancement of Science,Member
P. H. Skipwith,American Association for the Advancement of Science,Member
Elijah Slack,American Association for the Advancement of Science,Member
John Hamilton Slack,American Association for the Advancement of Science,Member
Morgan J. Smead,American Association for the Advancement of Science,Member
Amos Denison Smith,American Association for the Advancement of Science,Member
Augustus William Smith,American Association for the Advancement of Science,Member
Erastus Smith,American Association for the Advancement of Science,Member
George Smith,American Association for the Advancement of Science,Member
George W. L. Smith,American Association for the Advancement of Science,Member
Howard Smith,American Association for the Advancement of Science,Member
J. Bryant Smith,American Association for the Advancement of Science,Member
J. V. Smith,American Association for the Advancement of Science,Member
J. V. C. Smith,American Association for the Advancement of Science,Member
James Youngs Smith,American Association for the Advancement of Science,Member
John Smith,American Association for the Advancement of Science,Member
John Chappall Smith,American Association for the Advancement of Science,Member
John Spear Smith,American Association for the Advancement of Science,Member
Metcalf J. Smith,American Association for the Advancement of Science,Member
Oliver Smith,American Association for the Advancement of Science,Member
Peter Smith,American Association for the Advancement of Science,Member
Spencer Smith,American Association for the Advancement of Science,Member
Thomas Smith,American Association for the Advancement of Science,Member
William Snodgrass,American Association for the Advancement of Science,Member
Charles B. Snow,American Association for the Advancement of Science,Member
Edwin Miller Snow,American Association for the Advancement of Science,Member
A. Sola,American Association for the Advancement of Science,Member
(Rev.) Sommers,American Association for the Advancement of Science,Member
Richard Soule,American Association for the Advancement of Science,Member
J. F. Sowell,American Association for the Advancement of Science,Member
Charles Spear,American Association for the Advancement of Science,Member
Charles A. Spencer,American Association for the Advancement of Science,Member
Thomas Spencer,American Association for the Advancement of Science,Member
William Spillman,American Association for the Advancement of Science,Member
William Spink,American Association for the Advancement of Science,Member
Francis Elias Spinner,American Association for the Advancement of Science,Member
Edward Spooner,American Association for the Advancement of Science,Member
Charles Hill Sprague,American Association for the Advancement of Science,Member
Daniel J. Sprague,American Association for the Advancement of Science,Member
Daniel G. Sprague,American Association for the Advancement of Science,Member
Charles H. Spring,American Association for the Advancement of Science,Member
Ludwig Stadtmuller,American Association for the Advancement of Science,Member
George L. Staley,American Association for the Advancement of Science,Member
Benjamin A. Stannard,American Association for the Advancement of Science,Member
Howard Stansbury,American Association for the Advancement of Science,Member
William Starr,American Association for the Advancement of Science,Member
Eben Speary Stearns,American Association for the Advancement of Science,Member
Edward Josiah Stearns,American Association for the Advancement of Science,Member
Josiah Atherton Stearns,American Association for the Advancement of Science,Member
William Stearns,American Association for the Advancement of Science,Member
Richard Stebbins,American Association for the Advancement of Science,Member
Rufus Phineas Stebbins,American Association for the Advancement of Science,Member
Samuel Steele,American Association for the Advancement of Science,Member
A. H. Stephens,American Association for the Advancement of Science,Member
John Whalen Sterling,American Association for the Advancement of Science,Member
Charles Stetson,American Association for the Advancement of Science,Member
Alexander Steuart,American Association for the Advancement of Science,Member
J. J. Stevens,American Association for the Advancement of Science,Member
M. C. Stevens,American Association for the Advancement of Science,Member
Charles L. Stevenson,American Association for the Advancement of Science,Member
William M. Stewart,American Association for the Advancement of Science,Member
Lyman D. Stickney,American Association for the Advancement of Science,Member
C. H. Stillman,American Association for the Advancement of Science,Member
J. D. B. Stillman,American Association for the Advancement of Science,Member
Thomas B. Stillman,American Association for the Advancement of Science,Member
William Stimson,American Association for the Advancement of Science,Member
John William Stoddard,American Association for the Advancement of Science,Member
Charles Stodder,American Association for the Advancement of Science,Member
Charles Stone,American Association for the Advancement of Science,Member
Edwin Martin Stone,American Association for the Advancement of Science,Member
L. Stone,American Association for the Advancement of Science,Member
David Humphreys Storer,American Association for the Advancement of Science,Member
Francis Humphreys Storer,American Association for the Advancement of Science,Member
Alfred Billings Street,American Association for the Advancement of Science,Member
Sebestian Ferris Streeter,American Association for the Advancement of Science,Member
Woodbridge Strong,American Association for the Advancement of Science,Member
A. P. S. Stuart,American Association for the Advancement of Science,Member
George R. Stuntz,American Association for the Advancement of Science,Member
Julian Monson Sturtevant,American Association for the Advancement of Science,Member
George Suckley,American Association for the Advancement of Science,Member
Joseph Sullivant,American Association for the Advancement of Science,Member
William Starling Sullivant,American Association for the Advancement of Science,Member
Charles Sumner,American Association for the Advancement of Science,Member
George Sumner,American Association for the Advancement of Science,Member
William Sutherland,American Association for the Advancement of Science,Member
Lansing B. Swan,American Association for the Advancement of Science,Member
Thomas Swann,American Association for the Advancement of Science,Member
Peter Barr Sweeny,American Association for the Advancement of Science,Member
Paul Swift,American Association for the Advancement of Science,Member
William Swift,American Association for the Advancement of Science,Member
John Swinburne,American Association for the Advancement of Science,Member
Azor Tabor,American Association for the Advancement of Science,Member
Andrew Talcott,American Association for the Advancement of Science,Member
James Tallmadge,American Association for the Advancement of Science,Member
Benjamin Tappan,American Association for the Advancement of Science,Member
Henry Philip Tappan,American Association for the Advancement of Science,Member
John Tatlock,American Association for the Advancement of Science,Member
Joel H. Tatum,American Association for the Advancement of Science,Member
George W. Taylor,American Association for the Advancement of Science,Member
J. W. Taylor,American Association for the Advancement of Science,Member
James Taylor,American Association for the Advancement of Science,Member
John W. Taylor,American Association for the Advancement of Science,Member
Julius S. Taylor,American Association for the Advancement of Science,Member
Morse K. Taylor,American Association for the Advancement of Science,Member
Morse R. Taylor,American Association for the Advancement of Science,Member
Thomas M. Taylor,American Association for the Advancement of Science,Member
W. I. Taylor,American Association for the Advancement of Science,Member
William Taylor,American Association for the Advancement of Science,Member
William Johnson Taylor,American Association for the Advancement of Science,Member
Thomas Alexander Tefft,American Association for the Advancement of Science,Member
Theodore L. Tellkampf,American Association for the Advancement of Science,Member
Benjamin J. Tenney,American Association for the Advancement of Science,Member
Ignatius Terlecki,American Association for the Advancement of Science,Member
James Englebert Teschemacher,American Association for the Advancement of Science,Member
E. D. Teschermakst,American Association for the Advancement of Science,Member
Robert C. Tevis,American Association for the Advancement of Science,Member
Henry White Thayer,American Association for the Advancement of Science,Member
S. W. Thayer,American Association for the Advancement of Science,Member
Solomon Thayer,American Association for the Advancement of Science,Member
T. F. Thickstun,American Association for the Advancement of Science,Member
David Thomas,American Association for the Advancement of Science,Member
Richard Thomas,American Association for the Advancement of Science,Member
William A. Thomas,American Association for the Advancement of Science,Member
William S. Thomas,American Association for the Advancement of Science,Member
(Dr.) Thompson,American Association for the Advancement of Science,Member
Aaron R. Thompson,American Association for the Advancement of Science,Member
Alexander Thompson,American Association for the Advancement of Science,Member
H. C. Thompson,American Association for the Advancement of Science,Member
J. W. Thompson,American Association for the Advancement of Science,Member
John A. Thompson,American Association for the Advancement of Science,Member
John Edgar Thompson,American Association for the Advancement of Science,Member
Robert Thompson,American Association for the Advancement of Science,Member
Waddy Thompson,American Association for the Advancement of Science,Member
Zadock Thompson,American Association for the Advancement of Science,Member
John Thomson,American Association for the Advancement of Science,Member
Henry David Thoreau,American Association for the Advancement of Science,Member
James Thorn,American Association for the Advancement of Science,Member
George Thurber,American Association for the Advancement of Science,Member
Isaac Thurber,American Association for the Advancement of Science,Member
E. M. Thurston,American Association for the Advancement of Science,Member
Charles C. Tiffany,American Association for the Advancement of Science,Member
Otis H. Tiffany,American Association for the Advancement of Science,Member
Tench Tilghman,American Association for the Advancement of Science,Member
Nicholas Tillinghast,American Association for the Advancement of Science,Member
Joseph Tingley,American Association for the Advancement of Science,Member
Samuel Boyd Tobey,American Association for the Advancement of Science,Member
James B. Tolderoy,American Association for the Advancement of Science,Member
Albert Tolman,American Association for the Advancement of Science,Member
Joseph Torrey,American Association for the Advancement of Science,Member
Silas Totten,American Association for the Advancement of Science,Member
Salem Town,American Association for the Advancement of Science,Member
Franklin Townsend,American Association for the Advancement of Science,Member
Howard Townsend,American Association for the Advancement of Science,Member
John Kirk Townsend,American Association for the Advancement of Science,Member
Robert Townsend,American Association for the Advancement of Science,Member
D. J. Townshend,American Association for the Advancement of Science,Member
C. P. Treadwell,American Association for the Advancement of Science,Member
Daniel Treadwell,American Association for the Advancement of Science,Member
J. Treadwell,American Association for the Advancement of Science,Member
Oliver Wetmore Treadwell,American Association for the Advancement of Science,Member
Charles B. Trego,American Association for the Advancement of Science,Member
George Alfred Trenholm,American Association for the Advancement of Science,Member
Lewis Troost,American Association for the Advancement of Science,Member
Alexis Trudeau,American Association for the Advancement of Science,Member
Nathaniel T. True,American Association for the Advancement of Science,Member
Samuel Truesdell,American Association for the Advancement of Science,Member
James Hammond Trumbull,American Association for the Advancement of Science,Member
George Tucker,American Association for the Advancement of Science,Member
Edward Tuckerman,American Association for the Advancement of Science,Member
Henry E. Turner,American Association for the Advancement of Science,Member
William C. Turner,American Association for the Advancement of Science,Member
William Wadden Turner,American Association for the Advancement of Science,Member
Franklin Tuthill,American Association for the Advancement of Science,Member
David Kitchell Tuttle,American Association for the Advancement of Science,Member
Edward R. Tyler,American Association for the Advancement of Science,Member
Moses Coit Tyler,American Association for the Advancement of Science,Member
P. B. Tyler,American Association for the Advancement of Science,Member
Ransom Hebbard Tyler,American Association for the Advancement of Science,Member
Robert S. Tyler,American Association for the Advancement of Science,Member
Isaac Tyson,American Association for the Advancement of Science,Member
Philip Reese Uhler,American Association for the Advancement of Science,Member
H. A. Ulffers,American Association for the Advancement of Science,Member
Richard W. Ulrici,American Association for the Advancement of Science,Member
G. B. Upham,American Association for the Advancement of Science,Member
Nathaniel Gookin Upham,American Association for the Advancement of Science,Member
Hugh D. Vail,American Association for the Advancement of Science,Member
Stephen Montfort Vail,American Association for the Advancement of Science,Member
James Cooke Van Benschoten,American Association for the Advancement of Science,Member
(Dr) Van Cortlandt,American Association for the Advancement of Science,Member
S. Oakley Van Derpool,American Association for the Advancement of Science,Member
William S. Van Durzee,American Association for the Advancement of Science,Member
Henry John Van Lennup,American Association for the Advancement of Science,Member
William Van Pelt,American Association for the Advancement of Science,Member
Henry Van Tuyle,American Association for the Advancement of Science,Member
Lardner Vanuxem,American Association for the Advancement of Science,Member
John Monroe Van Vleck,American Association for the Advancement of Science,Member
Stewart Van Vliet,American Association for the Advancement of Science,Member
Charles Scott Venable,American Association for the Advancement of Science,Member
Hospice-Anthelme J. B. Verreau,American Association for the Advancement of Science,Member
Adalbert John Volck,American Association for the Advancement of Science,Member
George Leonard Vost,American Association for the Advancement of Science,Member
Charles F. Wadsworth,American Association for the Advancement of Science,Member
James S. Wadsworth,American Association for the Advancement of Science,Member
Tobias Wagner,American Association for the Advancement of Science,Member
Benjamin L. C. Wailes,American Association for the Advancement of Science,Member
James Barr Walker,American Association for the Advancement of Science,Member
Joseph Reddeford Walker,American Association for the Advancement of Science,Member
Joseph Walker,American Association for the Advancement of Science,Member
